Date of Cartoon,Title,Major Subject
"Friday, March 11, 1955","""I Don't Know, Fella -- I'm A Stranger Here Myself""",Eisenhower Administration
"Sunday, March 13, 1955","""I Had No Idea Elephants Were So Sensitive""","Presidential Election, 1956"
"Monday, March 14, 1955",The Recording Angels,Eisenhower Administration
"Tuesday, March 15, 1955","""He's Perfectly Healthy -- Just Terribly Sensitive""",Senate
"Wednesday, March 16, 1955","""Not Willing To Pay The Piper Now?""",Eisenhower Administration
"Thursday, March 17, 1955","""You Sure You Didn't Leave The Scissors Inside?""",Great Britain
"Friday, March 18, 1955","""First Things First""",Eisenhower Administration
"Sunday, March 20, 1955","""Maybe I Shouldn't Have Pulled the Trigger""",Eisenhower Administration
"Monday, March 21, 1955","""Fireman, Save My Child""",Eisenhower Administration
"Tuesday, March 22, 1955","""Run For Your Life!""",Eisenhower Administration
"Wednesday, March 23, 1955","""You Win It, Pal""",US Economy
"Thursday, March 24, 1955","""Well, I Certainly Hope He Goes To A Big 4 Conference""",Eisenhower Administration
"Friday, March 25, 1955","""Couldn't You Sometime Lock The Door First?""",Eisenhower Administration
"Sunday, March 27, 1955",[Untitled],Eisenhower Administration
"Monday, March 28, 1955","""Think You'd Better Give These Guys A Check-Up Too?""",Senate
"Tuesday, March 29, 1955","""I'm Not Sure I Know How To Come Down""",Eisenhower Administration
"Wednesday, March 30, 1955","""I'd Like to Talk to Dr. Jekyll, Please""",Senate
"Thursday, March 31, 1955",Tug Of War And Peace,Eisenhower Administration
"Friday, April 1, 1955","""What Do You Hear About Malenkov?""",Soviet Union
"Sunday, April 3, 1955","""On the Other Hand, He Doesn't Look Very Sleepy""",Great Britain
"Monday, April 4, 1955","""How About Trying To Fix It Right Now?""",Congress
"Tuesday, April 5, 1955","""Now, If You'll Look At These Columns Here --""",Eisenhower Administration
"Wednesday, April 6, 1955",[Untitled],Great Britain
"Thursday, April 7, 1955","""Sh -- We're Busy""",Eisenhower Administration
"Friday, April 8, 1955","""I'll Do All The Foolish Talking Around Here""",Eisenhower Administration
"Sunday, April 10, 1955","""But My Friend Mr. Dulles Was Right Behind Me""",Eisenhower Administration
"Monday, April 11, 1955","""We Saved Four Million Dollars On The U. N. Technical Assistance Program""",Congress
"Tuesday, April 12, 1955","""Oh -- Oh""",Eisenhower Administration
"Wednesday, April 13, 1955","""I'll Just Leave It Here If You Want To Use It""",Eisenhower Administration
"Thursday, April 14, 1955","""Now If You Could Just Control Your Inventions, Huh?""",World Stability
"Friday, April 15, 1955","Foster, You Haven't Been Doing Much Traveling Lately'",Eisenhower Administration
"Sunday, April 17, 1955","""He Gets Off A Nice Clear Decision, Doesn't He?""","Presidential Election, 1956"
"Monday, April 18, 1955","""There Must Be Something We Can Do About It""",Congress
"Tuesday, April 19, 1955",[Untitled],In Memoriam
"Wednesday, April 20, 1955","""See Anybody Coming Yet?""",United Nations
"Thursday, April 21, 1955","""Shoo!""",Eisenhower Administration
"Friday, April 22, 1955","""Look -- Why Not Take A Penalty Stroke And Get Back On The Fairway?""",Eisenhower Administration
"Saturday, April 23, 1955","""Really, Don't You Notice Anything?""",Eisenhower Administration
"Sunday, April 24, 1955",[Untitled],People's Republic of China
"Monday, April 25, 1955","""This'll Give You A Much More Interesting Trip""",Eisenhower Administration
"Tuesday, April 26, 1955",Latest Report From Behind The Iron Collar,Eisenhower Administration
"Wednesday, April 27, 1955","""What Do You Hear?""","Taiwan Strait Crisis, 1954-1955"
"Thursday, April 28, 1955","""Pass, Friend""",Eisenhower Administration
"Friday, April 29, 1955","""I Weep For You,"" The Walrus Said: ""I Deeply Sympathize."" With Sobs And Tears He Sorted Out Those Of The Largest Size, Holding His Pocket-Handkerchief Before His Streaming Eyes",Eisenhower Administration
"Sunday, May 1, 1955","""Oh, This Takes More Time""",Eisenhower Administration
"Monday, May 2, 1955","""We Interrupt This News To Bring You The Latest Chapter Of 'John's Other Amendment' --""",Eisenhower Administration
"Tuesday, May 3, 1955","""These Have Been Very Trying Days, Francois""",Vietnam
"Wednesday, May 4, 1955","""Don't Peek -- It's Sort Of A Surprise""",US Economy
"Thursday, May 5, 1955","""Mr. President, Meet Mr. Eisenhower""",Eisenhower Administration
"Friday, May 6, 1955","""I Kind Of Dread This Route""",Eisenhower Administration
"Sunday, May 8, 1955","""It's Just As I Almost Said --""",Eisenhower Administration
"Monday, May 9, 1955","""Poor Devils -- All of Them Behind Bars""",Cold War
"Tuesday, May 10, 1955","""I'm Asking You In A Nice Way""",Senate
"Wednesday, May 11, 1955","""Hey -- Don't Get Too Far Ahead""",Cold War
"Thursday, May 12, 1955","""Very Interesting -- You Must Come Again Some Time""",Congress
"Friday, May 13, 1955","""Rest Assured That If We Find One Polio Germ Crossing A State Line --""",Eisenhower Administration
"Sunday, May 15, 1955","""Yeah, It's Really Sad, Isn't It?""",Eisenhower Administration
"Monday, May 16, 1955",Little-Four Meeting,Senate
"Tuesday, May 17, 1955",The Knock At The Door,Congress
"Wednesday, May 18, 1955","""It Looks Wonderful -- And It'll Wear Like Iron""",Eisenhower Administration
"Thursday, May 19, 1955","""Hey -- Maybe A Parking Place""",Cold War
"Friday, May 20, 1955",Conclusion,Eisenhower Administration
"Sunday, May 22, 1955","""Well, Circumstances Alter Cases""",Soviet Union
"Monday, May 23, 1955","""Their Feet Are Killing Me""",Eisenhower Administration
"Tuesday, May 24, 1955","""I'm Beginning To Think That's A Great Idea""",Eisenhower Administration
"Wednesday, May 25, 1955","""You Want To Flunk Out Too?""",Eisenhower Administration
"Thursday, May 26, 1955","""I've Got a Little List, Too""",Eisenhower Administration
"Thursday, May 26, 1955","""See If You Can Find Somebody Named Davy Crockett""","Presidential Election, 1956"
"Friday, May 27, 1955","""Sure -- I'll Sit Here In The Middle""",Cold War
"Sunday, May 29, 1955","""Hey -- A Plain Handshake Is Enough""",Soviet Union
"Tuesday, May 31, 1955",Shouldn't the Bodyguard Stay More in the Background?',Eisenhower Administration
"Thursday, June 23, 1955","""You Know The Old Saying -- No News Is Good News""",Eisenhower Administration
"Friday, June 24, 1955","""Hey -- Watch That Shoving, Will You?""",Cold War
"Saturday, June 25, 1955",Traveling Papers,Eisenhower Administration
"Monday, June 27, 1955","""Mind If I Do A Little Ground-Breaking Too?""",Eisenhower Administration
"Tuesday, June 28, 1955","""There -- Feel More Comfortable Now?""",Eisenhower Administration
"Wednesday, June 29, 1955","""All Right, Leo -- That's Enough""",Second Red Scare
"Thursday, June 30, 1955","""Molotov To Kremlin -- Am I Still Defrosting?""",Soviet Union
"Friday, July 1, 1955","""Thanks For Your Cooperation""",Eisenhower Administration
"Sunday, July 3, 1955","""This Is The Only Guy Who's Entitled To Bargain Rates""",Eisenhower Administration
"Monday, July 4, 1955","""Yes, We'll Be There, Rain and Shine""",Cold War
"Tuesday, July 5, 1955","""Sorry -- He's Tied Up Right Now""",Eisenhower Administration
"Wednesday, July 6, 1955","""Seat!""",Congress
"Thursday, July 7, 1955","""Excuse Me -- I'm In A Hurry""",Congress
"Friday, July 8, 1955","""Maybe We Could Speak To Him Some Other Time""",Congress
"Sunday, July 10, 1955","""Wait A Minute, Fellows -- Maybe We'll Just Bury It""",Eisenhower Administration
"Monday, July 11, 1955","""It's Really More Of A 2-Power Conference, Ain't It?""",World Stability
"Tuesday, July 12, 1955","""We Got Here Early""",Cold War
"Wednesday, July 13, 1955","""The Old System Works All Right For Us -- Eh, Boy?""",Congress
"Thursday, July 14, 1955",Capital Transient,Senate
"Friday, July 15, 1955","Long, Long Trail",Eisenhower Administration
"Saturday, July 16, 1955","""I've Stopped -- Now Let's Forget The Whole Thing""",Eisenhower Administration
"Sunday, July 17, 1955","""Pretty Good -- How Have Things Been Going With You?""",Cold War
"Monday, July 18, 1955","""Why, Yes -- I Agree With You Completely""",Eisenhower Administration
"Tuesday, July 19, 1955",1-Point Program,Cold War
"Wednesday, July 20, 1955","""You Sure We Don't Have Too Much Air In The Tires?""",US Economy
"Thursday, July 21, 1955",The Other Summit,Cold War
"Friday, July 22, 1955","""Take A Letter""",Eisenhower Administration
"Sunday, July 24, 1955","""I Have An Even Better Idea""",Eisenhower Administration
"Monday, July 25, 1955","""This Sure Beats Cleaning Up After A War""",Cold War
"Tuesday, July 26, 1955","""I Think I'll Try for Double""",World Stability
"Wednesday, July 27, 1955","""But First A Few Words From Our Sponsors""",Eisenhower Administration
"Thursday, July 28, 1955","""Stand Back, Please -- Let's Keep The Aisles Clear""",Congress
"Friday, July 29, 1955","""What's The Matter? I Didn't Get A Mink Coat""",Eisenhower Administration
"Sunday, July 31, 1955",Big League Ball,Cold War
"Monday, August 1, 1955","""You Sure That Cloud Will Hold Both Of Us?""",Republican Party
"Tuesday, August 2, 1955",Released Flyer,World Stability
"Wednesday, August 3, 1955",Back To The New Frontier,Eisenhower Administration
"Thursday, August 4, 1955","""Do You Think Atomic Bombs Affect The Climate?""",Cold War
"Friday, August 5, 1955","""Wait'll You Come Back -- I'll Tear You Apart""",Congress
"Sunday, August 7, 1955","""You'll Both Have To Go Some To Tie Up This Baby""",World Stability
"Monday, August 8, 1955","""Not Yet, But Save It""",Cold War
"Tuesday, August 9, 1955","""My Mother Is More Patriotic Than Your Mother""",Eisenhower Administration
"Wednesday, August 10, 1955",Hell's Canyon,Eisenhower Administration
"Thursday, August 11, 1955",The Other Door,World Stability
"Friday, August 12, 1955","""November -- And You?""","Presidential Election, 1956"
"Sunday, August 14, 1955","""But It's Such An Old Routine""",Congress
"Monday, August 15, 1955","""Where Seldom Is Heard A Discouraging Word""","Presidential Election, 1956"
"Tuesday, August 16, 1955","""This One Is In Your Department""",Cold War
"Wednesday, August 17, 1955","""Well, We Didn't Have So Many Of Them Under The Democrats""",Weather
"Thursday, August 18, 1955","""Careful You Don't Get Yourself Down""",US Economy
"Friday, August 19, 1955","""And If I May Say So, I've Never Been Good To My Mother""",Eisenhower Administration
"Sunday, August 21, 1955","The Summit Was So Nice, Let's Go A Little Higher""",Cold War
"Monday, August 22, 1955","""I Hear It May Be A Warm Autumn""","Truman, Harry S."
"Tuesday, August 23, 1955",Bicycle Built For Two,Eisenhower Administration
"Wednesday, August 24, 1955","""It's Not Like The Good Old Days""",Congress
"Thursday, August 25, 1955",Harness Race,World Stability
"Friday, August 26, 1955","""Absolutely Fair And Impartial""",Eisenhower Administration
"Sunday, August 28, 1955","""Why, No -- I Didn't Call Him""",Eisenhower Administration
"Monday, August 29, 1955","""Welcome, Friend -- Put 'Er There""",Congress
"Tuesday, August 30, 1955","""There -- That Ought To Bring 'Em In""",Eisenhower Administration
"Wednesday, August 31, 1955",Old Man of the Mediterranean,France
"Thursday, September 1, 1955","""Any Old Arms Today?""",World Stability
"Friday, September 2, 1955","""Er -- How Do You Do""",Senate
"Sunday, September 4, 1955","""Well, All Right, -- Since You Beg Me, I'll Stay""",Argentina
"Monday, September 5, 1955","""Think of Andrew Jackson -- Harrison -- Nashua --""","Presidential Election, 1956"
"Tuesday, September 6, 1955",Into Each Life --,"Presidential Election, 1956"
"Wednesday, September 7, 1955","""So Nice Of You To Invite Me""",Soviet Union
"Thursday, September 8, 1955","""Confidentially, He Hates It""","Presidential Election, 1956"
"Friday, September 9, 1955","""How About Holding It Here To Simulate School Conditions?""",Eisenhower Administration
"Sunday, September 11, 1955","""Do We Have To Get There By Election Time?""","Presidential Election, 1956"
"Monday, September 12, 1955",Non-Mushroom-Shaped Clouds,World Stability
"Tuesday, September 13, 1955","""Sure, Sure -- As Long As You Run Again""","Presidential Election, 1956"
"Wednesday, September 14, 1955",Faces At The Windows,United Nations
"Thursday, September 15, 1955","""I'll Help You Paste 'Em Up On The Barns""","Presidential Election, 1956"
"Friday, September 16, 1955",Sour Note In The Horn Of Plenty,US Economy
"Sunday, September 18, 1955","""Couldn't We Call It The Benson Plan Or Something?""",Eisenhower Administration
"Monday, September 19, 1955","""We're Always Willing To Bargain""",Soviet Union
"Tuesday, September 20, 1955","""Sorry -- It Doesn't Fit In With The Official Line""",Eisenhower Administration
"Wednesday, September 21, 1955",Strong-Man,Argentina
"Thursday, September 22, 1955","""Somebody's Changed The Course Of This Stream Too""",Eisenhower Administration
"Friday, September 23, 1955",[Untitled],United Nations
"Sunday, September 25, 1955","""You're Going To Run Again, Aren't We?""","Presidential Election, 1956"
"Monday, September 26, 1955","""1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - Spirit Of Geneva""",Cold War
"Tuesday, September 27, 1955",The Mountains Around Denver,"Eisenhower, Dwight D"
"Wednesday, September 28, 1955","""Help! Ambulance! Lawyers! We've Been Run Down!""",Eisenhower Administration
"Thursday, September 29, 1955","""Well, Here Goes""",Cold War
"Friday, September 30, 1955",[Untitled],Argentina
"Sunday, October 2, 1955","""Shall We Open The Doors Now?""",United Nations
"Monday, October 3, 1955","""George, Let Me Show You Something""",Eisenhower Administration
"Tuesday, October 4, 1955","""That Simplifies Things, But Not Very Much""","Presidential Election, 1956"
"Wednesday, October 5, 1955","""Oh, Stop It!""",Eisenhower Administration
"Thursday, October 6, 1955","""Grow!""","Presidential Election, 1956"
"Friday, October 7, 1955","""Something Seems To Have Stunted Them""",Eisenhower Administration
"Sunday, October 9, 1955","""Say, Maybe We Haven't Got It So Bad""",France
"Monday, October 10, 1955",Heavy Weather In California,State Gubernatorial Elections
"Tuesday, October 11, 1955","""It Seems Like Only Ten Years Ago""","Presidential Election, 1956"
"Wednesday, October 12, 1955","""... He Wasn't There Again Today. Oh, How I Wish He'd Go Away.""",Eisenhower Administration
"Thursday, October 13, 1955","""Oops""","Presidential Election, 1956"
"Friday, October 14, 1955","""Maybe They Can't Find Anyone Who Can Be Cleared""",Senate
"Sunday, October 16, 1955","""What's All This Fooling Around With The Judicial Process?""",Senate
"Monday, October 17, 1955","""Come On -- Let's See Some Action""","Presidential Election, 1956"
"Tuesday, October 18, 1955","""Once Upon A Time There Was A Beautiful Princess --""",Great Britain
"Wednesday, October 19, 1955","""Look What I Found Again""",Eisenhower Administration
"Thursday, October 20, 1955","""Boy -- Look At 'Em Go!""","Presidential Election, 1956"
"Friday, October 21, 1955",The MacArthur Papers,"MacArthur, Douglas"
"Sunday, October 23, 1955","""Let's See if We Can Get an Echo""",Cold War
"Monday, October 24, 1955","""Who's For Apple-Bobbing?""","Presidential Election, 1956"
"Tuesday, October 25, 1955","""Oh, No!""",France
"Wednesday, October 26, 1955","""Onward And Upward""",Eisenhower Administration
"Thursday, October 27, 1955","""How Are We Doing?""",Europe
"Friday, October 28, 1955","""Wise Guys!""","Presidential Election, 1956"
"Sunday, October 30, 1955","""Throw Another Log on the Fire""",World Stability
"Monday, October 31, 1955","""Say, What Ever Happened To That Crusade, Anyhow?""",Eisenhower Administration
"Tuesday, November 1, 1955","""I Don't Want To Complain, But You Never Take Me Anywhere""",World Stability
"Wednesday, November 2, 1955","""Would You Say You Favor Some Kinds Of Rigid Support?""",Eisenhower Administration
"Thursday, November 3, 1955","""Tell Us More About This""","Presidential Election, 1956"
"Saturday, November 5, 1955","""What Is This -- A Game?""",Senate
"Sunday, November 6, 1955",You Can't Tell What Might Come Out Of Those Things',Soviet Union
"Monday, November 7, 1955","""Yes? You Were Going To Say Something?""","Presidential Election, 1956"
"Tuesday, November 8, 1955","""Well, Heavens-To-Lizzie!""",US Economy
"Wednesday, November 9, 1955","""Say -- I Think We Can Save A Buck On This Trip""",Cold War
"Thursday, November 10, 1955",The Baggage Car Ahead,World Stability
"Friday, November 11, 1955","""Just One More!""","Presidential Election, 1956"
"Sunday, November 13, 1955","""Well, It Was Nice And Warm In July""",Cold War
"Monday, November 14, 1955","""You Act Like You Thought This Was Your Government""",Eisenhower Administration
"Tuesday, November 15, 1955","""Once More Unto The Bench, Dear Friends""","Presidential Election, 1956"
"Wednesday, November 16, 1955","""Carry Me Back To Old Virginny.""",Racism
"Thursday, November 17, 1955","""We Wait Till He Begins To Act Restless, See? Then We Sort Of Mosey Up To Him --""","Presidential Election, 1956"
"Friday, November 18, 1955","""Say -- What Have We Got In This Next Race?""",Cold War
"Sunday, November 20, 1955","""Ouch! Hey -- It's Me""",Eisenhower Administration
"Monday, November 21, 1955","""Oh, Stop Looking So Darn Smug""","Presidential Election, 1956"
"Tuesday, November 22, 1955","""So Nice We Could Both Get Here Together""",Soviet Union
"Wednesday, November 23, 1955","""Be Sure To Give Mine Special Attention""",Eisenhower Administration
"Thursday, November 24, 1955","""Try Again, Friend -- You Almost Won That Time""",Eisenhower Administration
"Friday, November 25, 1955",An Apple For The Teacher,US Economy
"Saturday, November 26, 1955","""They Can't Do That To Us""",Congress
"Sunday, November 27, 1955","Grandma, I've Been Doing Some Wondering About You'",Eisenhower Administration
"Tuesday, November 29, 1955",John Brown's Body,"Presidential Election, 1956"
"Wednesday, November 30, 1955","""We Want To Spread Technical Know-How""",Cold War
"Thursday, December 1, 1955","""There Are Times When I'm For A Little Federal Aid""",Eisenhower Administration
"Friday, December 2, 1955","""Now, How Did I Get Into This One?""",Eisenhower Administration
"Sunday, December 4, 1955","""Bah -- Humbug!""",Labor
"Monday, December 5, 1955","""Well, Look Who Turned Out To Be The Masked Terror""",Eisenhower Administration
"Tuesday, December 6, 1955","""This Has Got To Be Decided By Us Germans""",Cold War
"Wednesday, December 7, 1955",Would You Say You Believe In Moderation In Running For The Nomination?',"Presidential Election, 1956"
"Thursday, December 8, 1955",New Bull At The Gettysburg Farm,"Presidential Election, 1956"
"Friday, December 9, 1955","""Help! -- A Giant!""",Labor
"Sunday, December 11, 1955",[Untitled],Eisenhower Administration
"Monday, December 12, 1955","""Oh, No!""",Cold War
"Tuesday, December 13, 1955","""Wow!""",Ford Foundation
"Wednesday, December 14, 1955",Medical Consultation,"Presidential Election, 1956"
"Thursday, December 15, 1955","""Just A Minute, Buster""",Congress
"Friday, December 16, 1955","""Nice Footwork, Boys""",Eisenhower Administration
"Sunday, December 18, 1955","""Merry Christmas to Almost All""",United Nations
"Monday, December 19, 1955",[Untitled],"Presidential Election, 1956"
"Tuesday, December 20, 1955",Adjournment At The U.N.,United Nations
"Wednesday, December 21, 1955","""Let Joy Be Unconfirmed""",Eisenhower Administration
"Thursday, December 22, 1955","""I Don't Know About You Guys, But I'm Getting Cold""","Presidential Election, 1956"
"Friday, December 23, 1955","""On Second Thought, Maybe I'll Ride With You""",Eisenhower Administration
"Sunday, December 25, 1955",[Untitled],Christmas
"Monday, December 26, 1955","""Go Back And Tell Them You're A Sovereign State""",Cold War
"Tuesday, December 27, 1955","""And Now, In A Little Different Vein --""","Presidential Election, 1956"
"Wednesday, December 28, 1955","""Whew! We've Cut Our Budget 8 1/2% Already""",Cold War
"Thursday, December 29, 1955","""Ah, Yes -- We Must Look After Our Little Four-Wheeled Friends""",Eisenhower Administration
"Friday, December 30, 1955","""Go Away""","Presidential Election, 1956"
"Sunday, January 1, 1956","""All Right, Men -- Wipe It Off""",Cold War
"Monday, January 2, 1956","""I Thought This Was a Sure-Fire Item""","Presidential Election, 1956"
"Tuesday, January 3, 1956","""No, John -- No, John -- No""",Senate
"Wednesday, January 4, 1956","""Time For Your Investigation Of The Press, Senator""",Senate
"Thursday, January 5, 1956","""You Sure You Want To Do That, Lyndon?""",Senate
"Friday, January 6, 1956","""Gad, I Wish I'd Said That""",Anti-Communism
"Saturday, January 7, 1956","""And Now, at One and the Same Time --""",Congress
"Monday, January 9, 1956","""We Play Hot and Sweet""",Cold War
"Tuesday, January 10, 1956","""Good Morning -- Have You Seen Our New Catalogue?""",Eisenhower Administration
"Wednesday, January 11, 1956",The Boys At The Dike,Anti-Communism
"Thursday, January 12, 1956","""Wouldn't You Rather Have Broader Support?""",Campaign Finance
"Friday, January 13, 1956","""Couldn't You Fellows Get Me to a Hospital First?""",France
"Saturday, January 14, 1956","""Don't Be Afraid -- I Can Always Pull You Back""",Eisenhower Administration
"Sunday, January 15, 1956","""Wow!""",Congress
"Tuesday, January 17, 1956","""How Could You Do This To A Wonderful Man Like Me?""",Eisenhower Administration
"Wednesday, January 18, 1956","""We Don't Want Any More Magazines!""",Republican Party
"Thursday, January 19, 1956","""You Want It? Catch""",Congress
"Friday, January 20, 1956","""Timber! Oops -- I Mean 'Mineral Research!'""",Eisenhower Administration
"Sunday, January 22, 1956","""Oh, Gosh -- They're Back To Me Again""",Eisenhower Administration
"Monday, January 23, 1956","""Want a Lift?""",Presidential Elections--Process
"Tuesday, January 24, 1956","""Sit Down, Friend -- You've Got Lots Of Time""",Eisenhower Administration
"Wednesday, January 25, 1956","""There's Something Familiar About That Idea""",Cold War
"Thursday, January 26, 1956","""Where IS Everybody?""",Congress
"Friday, January 27, 1956","""All Ready For The Parade, Children?""","Presidential Election, 1956"
"Sunday, January 29, 1956","""Same With Me. I Was Just Sitting, Reading A Magazine, And --""",Eisenhower Administration
"Monday, January 30, 1956","""Shall We Walk A Little Faster?""","Presidential Election, 1956"
"Tuesday, January 31, 1956","""Shall We Start With This One?""",Eisenhower Administration
"Wednesday, February 1, 1956","""Goodness, I Don't Know If I Can Get Up This Hill""",Senate
"Thursday, February 2, 1956","""Lullaby -- Sweet Dreams --""",Eisenhower Administration
"Friday, February 3, 1956","""Good Luck! Happy Honeymoon!""",France
"Sunday, February 5, 1956","""There's Nothing New Here, But I Just Thought I'd Drop You A Line""",Soviet Union
"Monday, February 6, 1956","""Now We'll See Which Of Us Talked Louder""",Senate
"Tuesday, February 7, 1956","""Want To Look Into Something Interesting?""",Congress
"Wednesday, February 8, 1956","""We Want To See If Leprechauns Really Bury Gold Under Trees""",Eisenhower Administration
"Thursday, February 9, 1956",Valentine,"Presidential Election, 1956"
"Friday, February 10, 1956","""Let's Dig Up That Little Worm, Shall We?""",Senate
"Sunday, February 12, 1956","""All Right, You Guys -- Line Up""",Congress
"Monday, February 13, 1956",[Untitled],Civil Rights
"Tuesday, February 14, 1956","""Ain't Nobody Here But Just Us Public Servants""",Senate
"Wednesday, February 15, 1956","""Let's See -- What'll I Wear Today?""","Nixon, Richard"
"Thursday, February 16, 1956","""We Don't Want To Leave Any Stone Unturned""",Senate
"Friday, February 17, 1956","""That's A Laugh, Ain't It?""",Supreme Court
"Sunday, February 19, 1956","""A Little Less Ballast And We'd Have Cleared It""",Eisenhower Administration
"Monday, February 20, 1956","""Now Are There Any Questions?""",Soviet Union
"Tuesday, February 21, 1956",The Old Days,Congress
"Wednesday, February 22, 1956","""Who's In Charge Here?""",Eisenhower Administration
"Thursday, February 23, 1956","""Just Let Me Catch Some Soldiers Moving In Here""",Eisenhower Administration
"Friday, February 24, 1956","""What's The Real Inside Dope?""",US Economy
"Sunday, February 26, 1956","""Now Is Everything Perfectly Clear?""",Eisenhower Administration
"Monday, February 27, 1956","""I Hope You Brought All Your Tools This Time""",Congress
"Tuesday, February 28, 1956",Somebody From Outside Must Have Influence Them',Civil Rights
"Wednesday, February 29, 1956","""And Some Day We May Improve Delivery Service""",Eisenhower Administration
"Thursday, March 1, 1956","""Yahoooo!""","Presidential Election, 1956"
"Friday, March 2, 1956","""Congratulations, Mr. President -- It's All Yours""","Eisenhower, Dwight D"
"Sunday, March 4, 1956","""You Don't Have Any Seniority In This Club""",Senate
"Monday, March 5, 1956","""Wait A Minute -- They're Still Watching""",Senate
"Tuesday, March 6, 1956","""How Do You Think It Looks From Over There?""",Cold War
"Wednesday, March 7, 1956","""How Do You Do""",Eisenhower Administration
"Thursday, March 8, 1956","""It's A Brand New Job. The Paint Is Hardly Dry On It""",Senate
"Friday, March 9, 1956","""We Wouldn't Want To See You Get Into An Arms Race""",Eisenhower Administration
"Sunday, March 11, 1956","""We Want To Prevent A Runaway Committee""",Senate
"Monday, March 12, 1956","""You Got Your Course Charted Yet?""","Presidential Election, 1956"
"Tuesday, March 13, 1956","""You're Creating Chaos And Confusion And Hate!""",Supreme Court
"Wednesday, March 14, 1956",Mediterranean Cruise,World Stability
"Thursday, March 15, 1956","""That'll Just Show You How Flexible I Am""",Senate
"Friday, March 16, 1956","""Don't Be Silly -- It's Just A Few Little Words""",Senate
"Sunday, March 18, 1956","""Ah, That Good Old Sunshine""",Eisenhower Administration
"Monday, March 19, 1956","""Thanks For The Pat On The Back, I Think""",Eisenhower Administration
"Tuesday, March 20, 1956",Purge Of 1956,Soviet Union
"Wednesday, March 21, 1956","""Explain Why You Ain't In There Enjoying The New Freedom, Comrade""",Soviet Union
"Thursday, March 22, 1956",Remember Those Davy Crockett Caps You Had On Sale?',"Presidential Election, 1956"
"Friday, March 23, 1956","""You'll Be Much Safer With This Young Man Driving""",Senate
"Sunday, March 25, 1956","""Tote Dat Barge! Lift Dat Boycott! Ride Dat Bus!""",Civil Rights
"Monday, March 26, 1956","""Poor Old Rip Ivan Winklov -- Just Back From 20 Years In Siberia For Having Said Stalin Was A Tyrant""",Soviet Union
"Tuesday, March 27, 1956","""I Just Can't See It""","Congressional Elections, 1956"
"Wednesday, March 28, 1956","""Pardon Me -- I Think You Have This Fable Mixed Up""","Congressional Elections, 1956"
"Thursday, March 29, 1956","""We Interrupt This Farm Program For A Brief Recess""",Eisenhower Administration
"Friday, March 30, 1956","""For The Outstanding Non-Supporting Performance Of The Year, This Tin Padlock, Inscribed 'Yay, Team' ...""",Eisenhower Administration
"Sunday, April 1, 1956",The Boy Stood On The Burning Fence,Eisenhower Administration
"Monday, April 2, 1956","""He Don't Say Nothing. He Just Keeps Strolling Along""","Presidential Election, 1956"
"Tuesday, April 3, 1956","""Tsk Tsk -- Somebody Should Do Something About That""",Eisenhower Administration
"Wednesday, April 4, 1956","""Pardon Me, But I Think That's My Hat""",Civil Rights
"Thursday, April 5, 1956","""It's All Very Significant And I'll Explain It To You In November""","Presidential Election, 1956"
"Friday, April 6, 1956","""You Mean These Secrets Have Been Stolen Already?""",Eisenhower Administration
"Sunday, April 8, 1956","""You Lazybones!""",Eisenhower Administration
"Monday, April 9, 1956","""Woodman, Spare That Tree""","Presidential Election, 1956"
"Tuesday, April 10, 1956","""Well, What Did You Unlearn Today?""",Soviet Union
"Wednesday, April 11, 1956","""If He Shoots You, Let Me Know At Once""",World Stability
"Thursday, April 12, 1956","""It Was An Illinois License -- 700,000 And Something""","Presidential Election, 1956"
"Friday, April 13, 1956","""How Ya Gonna Keep 'Em Down On The Farm After They've Seen Pariteee?""","Congressional Elections, 1956"
"Sunday, April 15, 1956","""I Might Walk Right Out Of This Party""",Democratic Party
"Monday, April 16, 1956","""You Hear Anything Yet?""",Congress
"Tuesday, April 17, 1956","""It Was On That Geneva Trip Last Summer -- I Just Casually Said, 'Drop In Some Time' --""",Cold War
"Wednesday, April 18, 1956","""It Says Here That Grace Kelly Got Married""",Weddings
"Thursday, April 19, 1956","""Look -- I've Rescued You Again""",Cold War
"Friday, April 20, 1956","""Forward, Crusaders!""",Eisenhower Administration
"Saturday, April 21, 1956","""We're Letting the United Nations Stay, But We're Warning Them""",United Nations
"Sunday, April 22, 1956",Off-The-Highway Robbery,Congress
"Monday, April 23, 1956","""Listen -- We Even Managed To Coexist With Stalin""",Cold War
"Tuesday, April 24, 1956",Bus Stop,Supreme Court
"Wednesday, April 25, 1956","""Whose Idea Was It To Have 'A Short Campaign?'""","Presidential Election, 1956"
"Thursday, April 26, 1956","""Mind You, We're Against All That Socialistic Stuff --""",Congress
"Friday, April 27, 1956","""Maybe This Isn't The Best Way To Get Security""",Eisenhower Administration
"Sunday, April 29, 1956","""Unfortunately, Comrades, Many Britishers Had Been Antagonized By That No-Good Stalin""",Soviet Union
"Monday, April 30, 1956",Thinker,"Presidential Election, 1956"
"Tuesday, May 1, 1956",Belshazzar's Feast,Labor
"Wednesday, May 2, 1956",The Old Call Of The Wild,Eisenhower Administration
"Thursday, May 3, 1956","""Wait -- I Haven't Got This Straightened Out Yet""",Eisenhower Administration
"Friday, May 4, 1956",Production Genius,Eisenhower Administration
