Date of Cartoon,Title,Major Subject
"Tuesday, July 11, 1972","""And Now For A Quick Tally Of Those Who Say This'll Be Their Last Convention""","Presidential Election, 1972"
"Wednesday, July 12, 1972","""Whew!""","Presidential Election, 1972"
"Thursday, July 13, 1972","""Somehow It Hasn't Been The Laugh Riot I Was Looking Forward To""","Presidential Election, 1972"
"Friday, July 14, 1972","""And When You Fellows Hold Your Convention Here In August, We Hope You'll Have A Good Time Too""","Presidential Election, 1972"
"Sunday, July 16, 1972","""You Think I'll Heal In Time For The November Match?""","Presidential Election, 1972"
"Tuesday, July 18, 1972","""Every Once In A While Some Vicious Dike Or Dam Attacks Our Planes As They're Flying Over Military Targets""",Vietnam War
"Wednesday, July 19, 1972","""Come Back After The Election -- I'm Kind Of Tied Up Right Now""",Watergate
"Thursday, July 20, 1972","""Exactly -- We'll Sit Out The Rest Of This Century""",Labor
"Friday, July 21, 1972","""Pay No Attention To Rex -- He'll Probably Lie Down After Awhile""",Nixon Administration
"Sunday, July 23, 1972","""If Worst Comes To Worst, There's Always A Way We Can Get Arms From The U.S.""",Egypt
"Tuesday, July 25, 1972","""Aren't You Surprised And Thrilled?""","Presidential Election, 1972"
"Wednesday, July 26, 1972",The Dikes Against Dissent,Vietnam War
"Thursday, July 27, 1972","""Yeah, Tom -- Sure -- Uh Huh --""","Presidential Election, 1972"
"Friday, July 28, 1972","""Well, McGovern May Not Mind That Eagleton Didn't Level With Him, But I Mind""","Presidential Election, 1972"
"Sunday, July 30, 1972","""Deep Breathing, Now -- That's It -- Out Goes The Bad Air -- In Comes The Bad Air --""",Pollution
"Monday, July 31, 1972",[Untitled],"Presidential Election, 1972"
"Wednesday, August 2, 1972","""All Right, Fellas -- Let's Try It Again""","Presidential Election, 1972"
"Thursday, August 3, 1972","""The Secret Negotiations Abroad Are Nothing Compared To The Ones At Home""",Watergate
"Friday, August 4, 1972","""Right -- It's Their Own Fault For Building Their Dikes So Near The Water""",Vietnam War
"Sunday, August 6, 1972","""That Reminds Me, Senator -- How Do You Stand On Gun Controls?""",Gun Controls
"Tuesday, August 8, 1972","""What Interested Me Particularly, Sarge, Was Your Work With The Peace Corps""","Presidential Election, 1972"
"Wednesday, August 9, 1972","""Now, As I Was Saying Four Years Ago --""",Vietnam War
"Thursday, August 10, 1972","""Did You Get The License Number?""","Presidential Election, 1972"
"Friday, August 11, 1972","""I'd Like To Take Your Rubber-Glove Prints, Please""",Watergate
"Sunday, August 13, 1972","""I'm Sure Glad You Explained The 'Realities' -- I'd Have Sworn This Thing Was Biting Me""",Nixon Administration
"Tuesday, August 15, 1972","""Anyone Who Thought We Were Blowing A Chance For Peace Should Have Spoken Up""",Vietnam War
"Wednesday, August 16, 1972","""... Our President, Whose Bold Leadership Is Already Beginning To Bring Us Out Of The Nixon Recession ...""","Presidential Election, 1972"
"Thursday, August 17, 1972","""Fine, Cousin -- And How Are Things With You?""",Special Interests
"Friday, August 18, 1972","""Notice How Much Neater We Are Than That Other Party?""","Presidential Election, 1972"
"Sunday, August 20, 1972","""Quiet! We're In Our 4th Year And 3,700,000th Ton Of Delicate Negotiations""",Vietnam War
"Tuesday, August 22, 1972","""We Can Use The Same Signs We Had In 1968 -- And Maybe Save Them For 1976 Too""","Presidential Election, 1972"
"Wednesday, August 23, 1972","""Pst -- Remember, I'm Supposed To Win A Fall Just To Make It Look Good""",Nixon Administration
"Thursday, August 24, 1972","""It Was A Great Convention, It Was A ...""","Presidential Election, 1972"
"Friday, August 25, 1972",The Dark At The Top Of The Stairs,Watergate
"Sunday, August 27, 1972",Endless Maze,Vietnam War
"Tuesday, August 29, 1972","""Keep The Lid On Till After The Election!""","Nixon, Richard"
"Wednesday, August 30, 1972","""I Was Just Investigating The Possibility Of A Sneak Attack By Doorknobs""",Nixon Administration
"Thursday, August 31, 1972","""It's -- Uh -- Sort Of A Good Neighbor Policy""","Nixon, Richard"
"Friday, September 1, 1972","""Why, It's Just Like The Secret-Peace-Plan Boxes""","Presidential Election, 1972"
"Sunday, September 3, 1972","""Stop The Music!""","Nixon, Richard"
"Tuesday, September 5, 1972",U.S. 1972 Year-Round Olympics,Nixon Administration
"Wednesday, September 6, 1972",Dark Torch,Terrorism
"Thursday, September 7, 1972","""Pst! Want Another Red Hot Deal On A Pig In A Poke?""","Presidential Election, 1972"
"Friday, September 8, 1972","""There's No Need For An Independent Investigation -- We Have Everything Well In Hand""",Nixon Administration
"Sunday, September 10, 1972","""Lullaby -- Go To Sleep --""","Presidential Election, 1972"
"Tuesday, September 12, 1972","""True, It's Rising Faster -- But Now You Have Me Here To Tell You Things Aren't So Bad""",Nixon Administration
"Wednesday, September 13, 1972",Golden Harvest,Nixon Administration
"Thursday, September 14, 1972","""You Sure That's The Sweet Smell Of Success?""","Nixon, Richard"
"Friday, September 15, 1972","""Confidentially, Just Between Us Democrats -- And Of Course, You Mr. Colson, And You, Mr. Stans, And You, Mr. Nixon ...""",Nixon Administration
"Sunday, September 17, 1972","""There You Are, Boy -- Nice Bone --""","Nixon, Richard"
"Tuesday, September 19, 1972",[Untitled],Vietnam War
"Wednesday, September 20, 1972","""It's Not Quite The Way I Hoped He'd Grow In The Job""","Nixon, Richard"
"Thursday, September 21, 1972","""Sorry To Bother You Again, Sir -- This Time The Question Is: 'No Kidding, Are You Sure?'""","Presidential Election, 1972"
"Sunday, September 24, 1972","""Forget It -- It's Only Under Consideration""",Nixon Administration
"Monday, September 25, 1972","""Now They Tell Us""",Nixon Administration
"Wednesday, September 27, 1972","""This Broadcast Paid For By ...""",Nixon Administration
"Thursday, September 28, 1972","""Well, What The Hell -- Maybe A Few More --""","Presidential Election, 1972"
"Friday, September 29, 1972",Our Statistics Show That Things Are Better Than They Would Be If They Were Worse Than They Are',Nixon Administration
"Sunday, October 1, 1972",Latest Item Pulled Out Of The Swamp,Nixon Administration
"Tuesday, October 3, 1972","""It's Global Diplomacy And High Finance. You Wouldn't Understand. Pay Here""",Nixon Administration
"Wednesday, October 4, 1972",All Quiet Along The Potomac,Nixon Administration
"Thursday, October 5, 1972","""Goodness, Another Poor Chap Who Looks As If He Might Not Pull Through""",Nixon Administration
"Friday, October 6, 1972",[Untitled],Nixon Administration
"Sunday, October 8, 1972",Pep Rally,"Presidential Election, 1972"
"Tuesday, October 10, 1972","""And That's Just The Rug To Cover The Wall-To-Wall Money""","Presidential Election, 1972"
"Wednesday, October 11, 1972","""Hold It -- There Seems To Be A Slight Catch""","Presidential Election, 1972"
"Thursday, October 12, 1972","""That's The Lower Classes For You""","Presidential Election, 1972"
"Friday, October 13, 1972",[Untitled],"Presidential Election, 1972"
"Sunday, October 15, 1972","""Sorry, Ma'am -- The Lower Level Is Not Part Of The White House Tour""",Nixon Administration
"Tuesday, October 17, 1972","""And Now, A Testimonial From A Man Newly Reinvigorated -- Jump Up, Dammit! --""","Presidential Election, 1972"
"Wednesday, October 18, 1972","""The Newspaper Stories Are Despicable -- And We Refuse To Answer Any Questions""",Nixon Administration
"Thursday, October 19, 1972","""Miraculous -- He Can Walk On Mud""","Presidential Election, 1972"
"Friday, October 20, 1972","""Food! Clean Water! What Extravagances Will You Think Of Next?""",Nixon Administration
"Sunday, October 22, 1972","""Time To Go Upstairs And Do The President-Of-All-The-People Bit""",Nixon Administration
"Tuesday, October 24, 1972",Trunk Line,Republican Party
"Wednesday, October 25, 1972","""How Can You Doubt My Word?""",Nixon Administration
"Thursday, October 26, 1972","""It Doesn't Exist -- And Besides, He Doesn't Have Anything To Do With It""","Nixon, Richard"
"Friday, October 27, 1972","""This Time No Fooling?""",Vietnam War
"Sunday, October 29, 1972","""I Think We've Got Another Major Category Here""","Presidential Election, 1972"
"Tuesday, October 31, 1972",The Great Silence,Nixon Administration
"Wednesday, November 1, 1972",[Untitled],"Presidential Election, 1972"
"Thursday, November 2, 1972",Front Runner,"Presidential Election, 1972"
"Friday, November 3, 1972","""No Questions, Please -- Step Into The Bag -- You Will Be Informed Of Developments After The Election Victory Celebration --""","Presidential Election, 1972"
"Sunday, November 5, 1972","""In The Bag, Chief""","Presidential Election, 1972"
"Tuesday, November 7, 1972","""It's A Dove, But It Hasn't Hatched Yet""",Vietnam War
"Wednesday, November 8, 1972","""And Now, If You'll Step This Way --""","Presidential Election, 1972"
"Thursday, November 9, 1972","""Remember, It Isn't Whether You Won Or Lost --""","Presidential Election, 1972"
"Friday, November 10, 1972","""And That's Not Including The Self-Inflicted Wounds""","Presidential Election, 1972"
"Sunday, November 12, 1972","""Pretty Sure Of Yourself, Aren't You?""","Presidential Election, 1972"
"Tuesday, November 14, 1972","""Now That It's Back In The Family, We Can Be Sure Of A Really Good Fight""","Presidential Election, 1972"
"Wednesday, November 15, 1972","""And Here, Ladies And Gentlemen, Is Our Practice Range""",Plane Hijacking
"Thursday, November 16, 1972","""I'm Staying On For Another Voyage -- But From Now On, No More Mr. Nice Guy!""","Presidential Election, 1972"
"Friday, November 17, 1972","""Think They've Figured Out A System To Keep ME From Growing?""",Nixon Administration
"Sunday, November 19, 1972","""You're Going To Have To Thin Down""",Nixon Administration
"Tuesday, November 21, 1972","""Move Over. I'm Feeling Kind Of Shook Up Myself""","Presidential Election, 1972"
"Wednesday, November 22, 1972","""Sure, Boy -- You Go Ahead And Stand Up To That Guy""",Congress
"Thursday, November 23, 1972","""I Appreciate The Honor Guard, But It Makes Me A Little Nervous""",Vietnam War
"Friday, November 24, 1972","""If We Were A Two-Car Family, We Could Alternate Cars In The Repair Shop""",Automotive Industry
"Sunday, November 26, 1972","""I See Some Who Will Soon Join The Departed -- I See New Faces Appearing -- I Hear Some Skeletons Rattling --""","Presidential Election, 1972"
"Tuesday, November 28, 1972","""Well, The China Opening Began With Ping-Pong Paddles""",Nixon Administration
"Wednesday, November 29, 1972","""Hold It! That's Supposed To Be Second TERM Appointees -- Not Second Team""",Nixon Administration
"Thursday, November 30, 1972",[Untitled],Vietnam War
"Friday, December 1, 1972","""Man, What Razzle-Dazzle Moves! When Does The Game Begin?""",Nixon Administration
"Sunday, December 3, 1972","""I'll Compromise With You -- Have Some Half-Clean Water""",Nixon Administration
"Tuesday, December 5, 1972","""Westwood Ho!""",Democratic Party
"Wednesday, December 6, 1972","""Whenever Peace Is At Hand, So Is He""",Vietnam War
"Thursday, December 7, 1972","""Actually I've Been More Concerned About Toplessness In Top Positions""",Supreme Court
"Friday, December 8, 1972","""Just To Keep 'Em Coming, What Do You Say We Send Them Something?""",Space
"Sunday, December 10, 1972","""Tell Us About The Voices That Speak To You""",Courts
"Tuesday, December 12, 1972","""I Didn't Realize It Applied Just To Him""",Nixon Administration
"Wednesday, December 13, 1972","""That Hand Always Seems To Be At Hand""",Nixon Administration
"Thursday, December 14, 1972","""It Says Here That We're Facing An Energy Crisis""",US Economy
"Friday, December 15, 1972","""I Hope These Average Out All Right""",Nixon Administration
"Sunday, December 17, 1972","""Tomorrow, And Tomorrow, And Tomorrow, Creeps In This Petty Peace From Day To Day""",Vietnam War
"Tuesday, December 19, 1972","""Now You See It -- Now You Don't""",Vietnam War
"Wednesday, December 20, 1972",Daylight,Labor
"Thursday, December 21, 1972","""Journey For Peace""",Vietnam War
"Friday, December 22, 1972","""You Don't Have Quite The Right Slant""",Nixon Administration
"Tuesday, December 26, 1972","""Good News -- They're Going To Keep Me On This Beat""",Nixon Administration
"Wednesday, December 27, 1972","""Yeah, He Was Always A Guy That Liked Freedom""",In Memoriam
"Thursday, December 28, 1972","""Hear Any Talk About A Cease-Fire Here At Home?""",Nixon Administration
"Friday, December 29, 1972","""It Says That's The TV And Press Section""","Presidential Election, 1972"
"Sunday, December 31, 1972","""Put On Your Gas Mask, Kid -- This Is It""",New Year
"Tuesday, January 2, 1973","""Man, If You Want To Say In This Game, You'd Better Get In Shape""",Congress
"Wednesday, January 3, 1973","""You Civilians Wouldn't Understand""",Nixon Administration
"Thursday, January 4, 1973",[Untitled],Vietnam War
"Friday, January 5, 1973","""And Here's The Gym, If You Feel Like A Fast Workout""",Congress
"Sunday, January 7, 1973","""What A Wallop! Is That Stuff Imported Or Domestic?""",Public Health
"Tuesday, January 9, 1973","""It's Just The Same As The Last Four Calendars""",Nixon Administration
"Wednesday, January 10, 1973","""Things Are Picking Up""",US Economy
"Thursday, January 11, 1973",Peace With Horror,Vietnam War
"Friday, January 12, 1973","""The Controls Are Lifting, But It's Still Kind Of Foggy""",Nixon Administration
"Sunday, January 14, 1973",Parade,"Nixon, Richard"
"Tuesday, January 16, 1973","""I Think I Can See Some Results Already""",Congress
"Wednesday, January 17, 1973",Room With View,Nixon Administration
"Thursday, January 18, 1973","""There. How's That For Being Nice To You?""",Nixon Administration
"Friday, January 19, 1973","""We Don't Know Where We Got The Money And We Don't Know What President We Were Re-Electing""",Watergate
"Sunday, January 21, 1973","""You Think He Might Send Kissinger Over To Make Peace With Us?""",Nixon Administration
"Wednesday, January 24, 1973",Landmark,In Memoriam
"Thursday, January 25, 1973",Wing And A Prayer,Vietnam War
"Thursday, January 25, 1973",[Untitled],Vietnam War
"Friday, January 26, 1973",Seedling,Vietnam War
"Sunday, January 28, 1973",War Convalescent,Vietnam War
"Tuesday, January 30, 1973",Mixed Bag,Nixon Administration
"Wednesday, January 31, 1973","""They've Been Pretty Selective In Avoiding Military Targets""",Nixon Administration
"Thursday, February 1, 1973","""Goodness! Maybe We Should Do Something About Little Bitty Very Cheap Handguns""",Gun Controls
"Friday, February 2, 1973","""How Are You On Sacred Bulls?""",Nixon Administration
"Sunday, February 4, 1973","""We've Done Everything Possible To Get To The Bottom Of This. We Just Don't Want Anyone To Get To The Top Of It""",Watergate
"Tuesday, February 6, 1973","The New ""War On Poverty""",Nixon Administration
"Wednesday, February 7, 1973","""Great News, Chief! We've Got The Cuffs On One Of Jack Anderson's Men""",Nixon Administration
"Thursday, February 8, 1973","""You Sure You're A Fire-Breathing Dragon?""",Nixon Administration
"Friday, February 9, 1973","""It's Part Of Our Plan To Decentralize Government""",Nixon Administration
"Sunday, February 11, 1973","""There You Are, My Good Man -- Spend It Wisely""",Nixon Administration
"Tuesday, February 13, 1973","""That's News? We've Been Having A Constant Dollar Crisis""",US Economy
"Wednesday, February 14, 1973","""Well, Hello There""",Nixon Administration
"Thursday, February 15, 1973","""As I Was Saying, You'll Find This Is A Really Great Year""",Nixon Administration
"Friday, February 16, 1973",Reprieve,Special Interests
"Sunday, February 18, 1973","""I Can Not Tell A Lie. I Did It To Make Them Strong And Self-Reliant""",Nixon Administration
"Tuesday, February 20, 1973","""There Goes The Entire Neighborhood""",Pollution
"Wednesday, February 21, 1973","""A Little Raw Meat Should Make Him Happy""",Nixon Administration
"Thursday, February 22, 1973",[Untitled],Nixon Administration
"Friday, February 23, 1973","""Look, Lady, Are You Going To Believe Your Eyes Or Are You Going To Believe Me?""",Nixon Administration
"Sunday, February 25, 1973","""Groggy, But Still On His Feet After Being Dropped Twice ...""",Nixon Administration
"Tuesday, February 27, 1973",Shadowed,Watergate
"Wednesday, February 28, 1973",Holding The Line,Nixon Administration
"Thursday, March 1, 1973","""It's Absolutely Firm -- Between Jumps""",Nixon Administration
"Friday, March 2, 1973","""I Was Afraid Those Awful Congressmen Might Hurt Him""",Nixon Administration
"Sunday, March 4, 1973","""Oops -- Sorry -- I Wouldn't Intrude On Highly Placed Gentlemen""",Watergate
"Tuesday, March 6, 1973","""All Yours, Boy""",Nixon Administration
"Wednesday, March 7, 1973","""Pollution Is Cleanliness ... Decay Is Progress ... Crime Increase Is Safety ... You Are Very Very Happy ...""",Nixon Administration
"Thursday, March 8, 1973","""It's To Give Us Stability""",Nixon Administration
"Friday, March 9, 1973","""The FBI Needs A Leader"" -- L. Patrick Gray",Watergate
"Sunday, March 11, 1973","""And Now The Good News -- The Rise In Unemployment Isn't As Much As The Rise In Living Costs""",Nixon Administration
"Tuesday, March 13, 1973","""I've Decided To Put Them Back, So Let's Just Forget The Whole Thing""",Watergate
"Wednesday, March 14, 1973","""Dinner At The White House! You Know What This Means? We Might Have Meat!""",US Economy
"Thursday, March 15, 1973",Firm Stand On Crime,Nixon Administration
"Friday, March 16, 1973","""We Don't Call It 'Taking The Fifth' Any More""",Watergate
"Sunday, March 18, 1973",(1) Make a shopping list. (2) Check it against prices. (3) Eat the shopping list.,Nixon Administration
"Tuesday, March 20, 1973","""Anything You Say About These Gentlemen Will Be Kept Strictly Confidential""",Watergate
"Wednesday, March 21, 1973","""Open The Hood And Look Inside? You Think I'm A Mechanical Genius Or Something?""",Automotive Industry
"Thursday, March 22, 1973",Correction,Nixon Administration
"Friday, March 23, 1973","""Needs A Little More Control""",Nixon Administration
"Sunday, March 25, 1973","""How Can Anything Touch Us After Our Landslide?""",Watergate
"Tuesday, March 27, 1973",[Untitled],Watergate
"Wednesday, March 28, 1973","""I Think We're Being Phased Out""",Nixon Administration
"Thursday, March 29, 1973","... When The Pie Was Opened, The Birds Began To Sing ...",Watergate
"Friday, March 30, 1973",Close Tax Loopholes? Do You Want To Cut Off Contributions To The Boy Scouts',Nixon Administration
"Tuesday, April 3, 1973","""It's Kind Of Like The Sistine Chapel""",US Economy
"Wednesday, April 4, 1973",Outstanding Muppet Performance Awards,Nixon Administration
"Thursday, April 5, 1973",Hail To The Chief,Watergate
"Friday, April 6, 1973","""I Don't Know That I'm Actually Boycotting Either Of Them""",US Economy
"Sunday, April 8, 1973","""Pity""",Watergate
"Tuesday, April 10, 1973","""No More Lessons, Pablo?""",In Memoriam
"Wednesday, April 11, 1973","""We're All In The Same Boat""",US Economy
"Thursday, April 12, 1973","""It May Not Be Touching You, Boss, But It's Getting To Me""",Watergate
"Friday, April 13, 1973","""Man, You're Really Pushing Us Hard""",Nixon Administration
"Sunday, April 15, 1973","""It's Called Separation Of Powers -- We Separate You From Your Powers""",Nixon Administration
"Tuesday, April 17, 1973",Easter Eggs,Vietnam War
"Wednesday, April 18, 1973","""... I Can Report Today That There Have Been Major Developments ...""",Watergate
"Thursday, April 19, 1973",Violence On Television,Nixon Administration
"Friday, April 20, 1973","""Oh, Hello -- Uh -- Look What I'm Uncovering Here""",Watergate
"Sunday, April 22, 1973","""We're Not Connected With Any Nixon Funds. We're Just On Our Way To Do Some Food Shopping""",US Economy
"Tuesday, April 24, 1973","""Okay, I've Got It Fastened -- What's The Latest?""",Watergate
"Wednesday, April 25, 1973","""Talk About Conspicuous Consumption -- Steak, With Onions!""",US Economy
"Thursday, April 26, 1973","""You're My Boy""","Nixon, Richard"
"Friday, April 27, 1973","""Somebody Has To Think About Tomorrow""",Watergate
"Sunday, April 29, 1973",[Untitled],Watergate
"Tuesday, May 1, 1973",[Untitled],Watergate
"Wednesday, May 2, 1973","""Last June I Was Appalled -- But Then It Slipped My Mind, Or Something""",Watergate
"Thursday, May 3, 1973",[Untitled],Watergate
"Friday, May 4, 1973","""I'm Tightening Your Leash""",Nixon Administration
"Sunday, May 6, 1973","""Official Business""",Nixon Administration
"Tuesday, May 8, 1973","""Outsiders Might Not Select The Special Kind Of Special Prosecutor We Want""",Watergate
"Wednesday, May 9, 1973","""I Have Been Authorized To Look You In The Eye And Deny He Did Anything""",Watergate
"Thursday, May 10, 1973","""I Want You To Meet Caesar's Latest Wife""",Watergate
"Friday, May 11, 1973",Disaster Area,Watergate
"Sunday, May 13, 1973","""I Can't Understand How We Keep Losing These Conspiracy Cases""",Nixon Administration
"Tuesday, May 15, 1973","""Chief, That Capitol Hill Territory Is Getting Harder To Sell""",Nixon Administration
"Wednesday, May 16, 1973","""You Are Under My Control -- You Are Growing Very Tired --""",Nixon Administration
"Thursday, May 17, 1973","""We Didn't Get To See Him Often, But We Can't Say He Didn't Give Us A Hearing""",Nixon Administration
"Friday, May 18, 1973",Late Returns,Watergate
"Sunday, May 20, 1973","""What Next?""",Watergate
"Tuesday, May 22, 1973","""National Security""",Watergate
"Wednesday, May 23, 1973",[Untitled],Watergate
"Thursday, May 24, 1973","""Let's Look At The Bright Side -- Maybe It's Taking People's Minds Off Inflation""",Watergate
"Friday, May 25, 1973",[Untitled],Watergate
"Sunday, May 27, 1973",National-Security Blanket,Watergate
"Tuesday, May 29, 1973","""Very Interesting. Keep Taking Sugar Pills And Think Positively""",Nixon Administration
"Wednesday, May 30, 1973","""There Must Be Something Wrong With The Calculator -- These Don't Add Up Either.""","Nixon, Richard"
"Thursday, May 31, 1973","""It Was All So Patriotic That He Couldn't Trust Anyone But His Own Burglars""",Watergate
"Friday, June 1, 1973",And In The Meantime --,US Economy
"Sunday, June 3, 1973","""Congratulations On Getting A President -- I've Just Elected Myself""",Greece
"Tuesday, June 5, 1973","""I Am Authorized To Say, 'What Whale?'""",Watergate
"Wednesday, June 6, 1973","""They needed their own secret police to watch the secret operatives they hired to organize phony demonstrations against themselves ...""",Watergate
"Thursday, June 7, 1973",[Untitled],US Economy
"Friday, June 8, 1973","""Okay, Mission Control -- What Do We Do In Skyhigh-Lab Now?""",US Economy
"Sunday, June 10, 1973","""Dear -- Guess What? Today They Said They'd Let Me Perjure Myself For The Leader!""",Watergate
"Tuesday, June 12, 1973",Floor-To-Ceiling Carpeting,Watergate
"Wednesday, June 13, 1973","""Now For My Next Trick --""",Nixon Administration
"Thursday, June 14, 1973","""And If You Go To San Clemente, Don't Ask If The People Provided Him With That Property""",Nixon Administration
"Friday, June 15, 1973","""We Are Poor Little Lambs Who Have Lost Our Way. Blah -- Blah -- Blah --""",Watergate
"Sunday, June 17, 1973","""What Are You Doing Down There?""",Nixon Administration
"Tuesday, June 19, 1973","""Who Was Navigating, Anyhow?""",US Economy
"Wednesday, June 20, 1973","""Couldn't You Stay Longer And Discuss Another Wheat Deal Or Something?""",Nixon Administration
"Thursday, June 21, 1973","""Remember, Men -- This Is The One That Counts""",Watergate
"Friday, June 22, 1973",The New Permissiveness,Supreme Court
"Sunday, June 24, 1973",[Untitled],"Nixon, Richard"
"Tuesday, June 26, 1973",[Untitled],Watergate
"Wednesday, June 27, 1973",Independence Day,Vietnam War
"Thursday, June 28, 1973","""Now We Issue Another Statement About How Your Trusted Counsel Was Trying To Cover Himself -- Right?""",Watergate
"Friday, June 29, 1973",[Untitled],Nixon Administration
"Sunday, July 1, 1973","""I know you're a newsman, but I forget if they smeared you, put the FBI on you, tapped your phone or audited your tax returns""","Nixon, Richard"
"Tuesday, July 3, 1973",[Untitled],Nixon Administration
"Wednesday, July 4, 1973",[Untitled],Watergate
"Thursday, July 5, 1973","""If We Step It Up, We Can Use Them All Before The August 15 Deadline""",Vietnam War
"Friday, July 6, 1973","""Beautiful Form, But He Never Came Up""",US Economy
"Sunday, July 8, 1973","""We're In The Protection Business. Your Four-Year-Policy Will Be $100,000""",Watergate
"Tuesday, July 10, 1973","""Is That A Real Mirage?""",US Economy
"Wednesday, July 11, 1973","""Remember, Not A Word To Him About Sordid Political Activities""",Watergate
"Thursday, July 12, 1973","""In Retrospect, Looking Back, And With Hindsight --""",Watergate
"Friday, July 13, 1973",[Untitled],Watergate
"Sunday, July 15, 1973","""They Must Have Laundered OUR Money Too -- It Keeps Shrinking""",Watergate
"Tuesday, July 17, 1973","""You Can Say That Again""",Watergate
"Wednesday, July 18, 1973",The Unraveling,Watergate
"Thursday, July 19, 1973",Boom,Senate
"Friday, July 20, 1973","""We Are Outraged That A Hoax Should Have Been Perpetrated Without White House Authorization""",Watergate
"Tuesday, July 24, 1973","""Okay, Now Close This One""",Watergate
"Wednesday, July 25, 1973",[Untitled],Watergate
"Thursday, July 26, 1973","""We Now Can Tell You That He Was Soft On Threats To National Security""",Watergate
"Friday, July 27, 1973","""Here I Am, Copper""",Watergate
"Sunday, July 29, 1973","""Move Over -- We Can't Stay In A Holding Pattern Forever""",Watergate
"Tuesday, July 31, 1973","""Not At All -- It's A Privilege""",Watergate
"Wednesday, August 1, 1973","Cover-Up III, Phase II",Watergate
"Thursday, August 2, 1973",The Making Of A Presidential Campaign,"Nixon, Richard"
"Friday, August 3, 1973",Widening Flood Area,Watergate
"Sunday, August 5, 1973","""Good Old Summertime, My Eye -- We've Run Out Of Money For Groceries""",US Economy
"Tuesday, August 7, 1973",Sunrise At San Clemente,Nixon Administration
"Wednesday, August 8, 1973",The Overloaded Shredder,Nixon Administration
"Thursday, August 9, 1973","""Good Morning, Folks -- Now For The Latest News --""",Watergate
"Friday, August 10, 1973","""Chief, I Think The Beef Price Problem Has Been Solved""",US Economy
"Sunday, August 12, 1973",Delayed-Action Bomb,Vietnam War
"Tuesday, August 14, 1973","""How Many 'Great Days For America' Are Left On That Second-Term Calendar The Chief Gave Us?""",Watergate
"Wednesday, August 15, 1973","""You're Doing Fine -- Eventually It's Bound To Get Tired""",Nixon Administration
"Thursday, August 16, 1973","""Now, Is Everything Perfectly Clear?""",Watergate
"Friday, August 17, 1973","""I Hearby Grant You Executive Clemency""",Watergate
"Sunday, August 19, 1973","""He Wants Us To Forget Watergate And Get Back To Forgetting His Economic Game Plans, False Bombing Reports, Wheat Deal, San Clemente ...""",Nixon Administration
"Tuesday, August 21, 1973","""Of Course, That Doesn't Include Turning Over The Evidence""",Watergate
"Wednesday, August 22, 1973","""We Canceled Our Trip Abroad When The Dollar Fell, And Now It Turns Out We Can't Afford To Live At Home""",US Economy
"Thursday, August 23, 1973","""Thank God There's Been No Personal Gain Involved ...""",Watergate
"Friday, August 24, 1973","""As I've Always Said: 'We Must Get The Story Out, The Truth Out'""",Watergate
"Sunday, August 26, 1973",[Untitled],Nixon Administration
"Tuesday, August 28, 1973",Tape Job,Watergate
"Wednesday, August 29, 1973","""There Is That Disadvantage""",US Economy
"Thursday, August 30, 1973",Moral Tone,Watergate
"Friday, August 31, 1973",Above Any Office,Watergate
"Sunday, September 2, 1973","""Now, Is Everything Perfectly ...""","Nixon, Richard"
"Tuesday, September 4, 1973","""It's Nice To Know There's One Place Where We're Still Treated With Respect""",US Economy
"Wednesday, September 5, 1973",Strangler,Automotive Industry
"Thursday, September 6, 1973",Partial Eclipse,Watergate
"Friday, September 7, 1973",Big Brother,Watergate
"Sunday, September 9, 1973","""We've Got To Hold Things Down""",Nixon Administration
"Tuesday, September 11, 1973","""I'm Getting Darn Tired Of Your Wanting Clean Air -- And Clean Government""",Nixon Administration
"Wednesday, September 12, 1973",Crunch,US Economy
"Thursday, September 13, 1973","""Executiveprivilege, Separationofpowers, Nationalsecurity, Confidentiality, Abracadabra -- Disappear!""",Watergate
"Friday, September 14, 1973","""We Might Have Something To Take Your Mind Off Watergate AND Inflation""",Nixon Administration
"Sunday, September 16, 1973","""Just A Little Fun Among Teammates""",Nixon Administration
"Tuesday, September 18, 1973",The Under-The-Red-Carpet Treatment,Nixon Administration
"Wednesday, September 19, 1973","""If It Has Something To Do With The Fuel Shortage, Why Aren't The Rest Of The Executive Offices Like This?""","Agnew, Spiro T"
"Thursday, September 20, 1973","""New Majority""",Nixon Administration
"Friday, September 21, 1973","""That's Inflationary""",Nixon Administration
"Sunday, September 23, 1973","""And Stop Saying, 'What Else Can Happen?'""",Nixon Administration
"Tuesday, September 25, 1973","""I Didn't Realize The Hearings Were On Again""",Watergate
"Wednesday, September 26, 1973","""Maybe They Can Ask The Astronauts How To Bring These Things Out Of Orbit""",US Economy
"Thursday, September 27, 1973",[Untitled],"Agnew, Spiro T"
"Friday, September 28, 1973",Another Pasting,United States Postal Service
"Sunday, September 30, 1973","""Uh -- You're New Here. We Haven't Been Referring To It Quite That Way""",Nixon Administration
"Tuesday, October 2, 1973","""Hello, Angela Davis? You May Be A Little Surprised To Hear From Me ...""","Agnew, Spiro T"
"Wednesday, October 3, 1973",Incumbents,Campaign Finance
"Thursday, October 4, 1973","""Oh, The Things You See Spread Around -- Innuendos, Accusations, Attacks!""","Agnew, Spiro T"
"Friday, October 5, 1973","""Anything Else We Can Give You?""",Terrorism
