Date of Cartoon,Title,Major Subject
"Thursday, November 19, 1964","""I See The Lame Ducks Are Flying Again""",Congress
"Friday, November 20, 1964","""This Time Let's Fix It""",Johnson Administration
"Sunday, November 22, 1964","""In The Words Of That Great Anti-Imperialist Chinese, Rudyard Kip Ling: ""East Is East ...'""",Sino-Soviet Split
"Tuesday, November 24, 1964","""He Shouldn't Have Inhaled""","Hoover, J Edgar"
"Wednesday, November 25, 1964","""It's Not Supposed To Be Used For A Crutch""",Johnson Administration
"Thursday, November 26, 1964","""If We Stood Up To Them, They Might Be Offended""",Republican Party
"Friday, November 27, 1964","""Incredible How Careless People Can Be""",Gun Controls
"Sunday, November 29, 1964",Preface To A Massacre,Republic of Congo
"Tuesday, December 1, 1964","""Me Afraid? This Time I'm Going Right In There""","Baker, Robert G"
"Wednesday, December 2, 1964","""And Some Day We Might Even Establish Contact With The Other Side Of The World""",Johnson Administration
"Thursday, December 3, 1964","""Some Of You Fellows Don't Understand What A Great I Won For You""",Republican Party
"Friday, December 4, 1964","""Tell You What -- I'll Give You A Break And Cooperate With You For A While""",Johnson Administration
"Sunday, December 6, 1964","""It Looks Like Rigor Mentis""",Johnson Administration
"Tuesday, December 8, 1964",Investigation In Mississippi,Civil Rights
"Wednesday, December 9, 1964","""Forget That You're Not Supposed To Forget!""",Republican Party
"Thursday, December 10, 1964","""I'd Hate To Have Him Aiming At A Small One""","Presidential Election, 1964"
"Friday, December 11, 1964","""This Is The Great Society?""","Johnson, Lyndon B."
"Sunday, December 13, 1964","""I Guess I'm A Natural-Born Deviationist""",Communism
"Tuesday, December 15, 1964","""It's A Hell Of A Note -- No Accommodations For Me!""",Civil Rights
"Wednesday, December 16, 1964","""And Now, The Spirit Of Christmas Future --""",Congress
"Thursday, December 17, 1964","""Ho! Ho! Ho! -- I'm A Jolly Fellow""",Soviet Union
"Friday, December 18, 1964","""What I'm For Is MLIF --Many Little Itchy Fingers""",Nuclear Weapons
"Sunday, December 20, 1964","""Another UNICEF Holiday Season Card! Cancel Your Socialist Postal Delivery Service!""",John Birch Society
"Tuesday, December 22, 1964","""Look, Fella -- Would You Mind Playing Somewhere Else?""",Republican Party
"Wednesday, December 23, 1964",War Footing,Vietnam War
"Thursday, December 24, 1964","""I'm Beginning To Get A Little Impatient""","Baker, Robert G"
"Sunday, December 27, 1964","""You're So Strong And Masterful -- We'll Make A Lovely Couple""",Johnson Administration
"Tuesday, December 29, 1964","""You Don't Even Need To Limit Yourself To A Few People""",Gun Controls
"Wednesday, December 30, 1964",Consultation,Republican Party
"Thursday, December 31, 1964","""We Ought To Get Some Idea From The Cast""",Johnson Administration
"Friday, January 1, 1965","""And What Can I Expect From You?""",Johnson Administration
"Sunday, January 3, 1965","""But It Has To Go Some Time""",Johnson Administration
"Tuesday, January 5, 1965",[Untitled],Congress
"Wednesday, January 6, 1965","""Now, Y'All Come See Us -- Hear?""",Johnson Administration
"Thursday, January 7, 1965","""All Aboard As Soon As We're Ready For Departure!""",Indonesia
"Friday, January 8, 1965","""I'm Not Feeling So Good Myself""",Congress
"Sunday, January 10, 1965","""Uh -- Don't Start Reading Any Continued Stories""",Republican Party
"Tuesday, January 12, 1965","""That's My Boy""",Indonesia
"Wednesday, January 13, 1965","""I'm Still Cutting Down, Too""",Tobacco Industry
"Thursday, January 14, 1965","""Whew!""",Republican Party
"Friday, January 15, 1965","""Speaking Of National Origins --""",Johnson Administration
"Sunday, January 17, 1965","""Darndest Pre-Inaugural I Ever Saw""",Johnson Administration
"Tuesday, January 19, 1965",[Untitled],Johnson Administration
"Wednesday, January 20, 1965","""You Know What? It May Be A Great Society, But My Feet Still Hurt""",Johnson Administration
"Thursday, January 21, 1965","""I'm Glad We've Finally Got A Two-Man Outfit In Washington, Too""",Johnson Administration
"Friday, January 22, 1965","""I Can't Keep Up My Dues In Everything""",United Nations
"Sunday, January 24, 1965","""My Idea Of A Great Society Is Plenty Of Leisure""",Congress
"Monday, January 25, 1965",[Untitled],In Memoriam
"Tuesday, January 26, 1965","""Kindly Move Over A Little, Gentlemen""",Johnson Administration
"Wednesday, January 27, 1965","""NOW!""",Congress
"Thursday, January 28, 1965",Another Government Goes Down,Vietnam
"Friday, January 29, 1965",[Untitled],Senate
"Sunday, January 31, 1965","""Keep The Local Hospital Open -- I'm Bleeding!""",Congress
"Tuesday, February 2, 1965","""... Bugsy Snurfle, Who, In The Face Of Superior Forces, Brought Down A President, Three Cabinet Members, And ...""",Public Health
"Wednesday, February 3, 1965","""You Think It's Safe For Me To Go In Now?""",Senate
"Thursday, February 4, 1965",Traveling Man,Soviet Union
"Friday, February 5, 1965","""Well, The Next Time A Winston Churchill Dies Maybe I Can Do Better""",Johnson Administration
"Sunday, February 7, 1965","""Forward To The 19th Century!""",France
"Tuesday, February 9, 1965",Pennant-Winner,"Congressional Elections, 1964"
"Wednesday, February 10, 1965","""We Seem To Have That Paper Tiger In Our Tank""",Vietnam War
"Thursday, February 11, 1965","""Who Do You Think You Are -- Me?""",France
"Friday, February 12, 1965","""What's The Matter With You -- Can't You Read Signs?""",Vietnam War
"Sunday, February 14, 1965","""I See The Telly Is Dropping Lungsmoke""",Tobacco Industry
"Tuesday, February 16, 1965","""Harold, Do You Think Some Day We'll Have All The Comforts Of Hume?""",Great Britain
"Wednesday, February 17, 1965","""Yup -- That Tough Guy On The Cycle Isn't Following Me Any More""",US Economy
"Thursday, February 18, 1965",[Untitled],Racism
"Friday, February 19, 1965","""Now, Students, Do You All Have Your Ink Bottles And Other School Supplies?""",Soviet Union
"Sunday, February 21, 1965","""By The Way, Is There Any Brake On This Thing?""",France
"Tuesday, February 23, 1965",The Falling-Domino Example,South Vietnam
"Wednesday, February 24, 1965","""Eminent Paid Propagandists Testify That This Is Better For You Than Real Health Care""",Tobacco Industry
"Thursday, February 25, 1965",Peacekeeping Body,United Nations
"Friday, February 26, 1965","""It's A Bitter War -- Brothers Against Brothers, Democrats Against Democrats, Republicans Against Republicans --""",Vietnam War
"Sunday, February 28, 1965","""Well, That Just About Wraps It Up""","Baker, Robert G"
"Tuesday, March 2, 1965",Gaullefinger,France
"Wednesday, March 3, 1965",Special Cover,Johnson Administration
"Thursday, March 4, 1965","""I'll Be Glad To Unify You""",Vietnam War
"Friday, March 5, 1965","""Travel To The Moon, Okay -- But Now He's Really Getting Visionary""",Johnson Administration
"Sunday, March 7, 1965","""Me Strong Man""",Indonesia
"Tuesday, March 9, 1965","""I Got One Of 'Em Just As She Almost Made It Back To The Church""",Civil Rights
"Wednesday, March 10, 1965","""Don't Point That Thing At Me!""",Gun Controls
"Thursday, March 11, 1965","""Don't Be Getting Any Ideas That YOU Have A Right To Vote""",Senate
"Friday, March 12, 1965",[Untitled],Johnson Administration
"Sunday, March 14, 1965",A.D. 1965,Civil Rights
"Tuesday, March 16, 1965","""We Don't Want Any Outside Agitators""",Civil Rights
"Wednesday, March 17, 1965",Literacy Test,Civil Rights
"Thursday, March 18, 1965",[Untitled],Civil Rights
"Friday, March 19, 1965",Out Of The Cocoon,Space
"Sunday, March 21, 1965","Jericho, U.S.A.",Civil Rights
"Tuesday, March 23, 1965",[Untitled],World Stability
"Wednesday, March 24, 1965","""You Know How It Is With American Kids -- They Drive Before They Start Walking""",Johnson Administration
"Thursday, March 25, 1965",[Untitled],Space
"Friday, March 26, 1965","""-- Or We Can Take That One To The Grocery Department""",Johnson Administration
"Sunday, March 28, 1965","""The Usual Statement Of Regret, And Then Let's Get Going On Another Speech Stirring Up The Rednecks""",Civil Rights
"Tuesday, March 30, 1965","""I Don't Like Johnson's Line""",Racism
"Wednesday, March 31, 1965","""I'm Gonna Protect You From A Guy In A White Hood""",Racism
"Thursday, April 1, 1965",Mushrooming Cloud,People's Republic of China
"Friday, April 2, 1965","""And If They Get A Passenger Vehicle To The Moon First, We Send Up One With Wide-Screen Color Movies""",Johnson Administration
"Sunday, April 4, 1965","""Any Place To Land Down There?""",Vietnam War
"Tuesday, April 6, 1965","""Say, This Is Okay -- A Majority Of Us That Can Vote In This State Would Decide Whose Votes Won't Mean Much In The Future""",Civil Rights
"Wednesday, April 7, 1965",[Untitled],Civil Rights
"Thursday, April 8, 1965","""Was All That Nice Talk Just A Lot Of Hot Exhaust?""",Johnson Administration
"Friday, April 9, 1965","""The Paper Tiger Is Trying To Trap You In Its Iron Jaws""",Vietnam War
"Sunday, April 11, 1965","""You're Really Rolling Up Quite A Record""",Johnson Administration
"Tuesday, April 13, 1965",Ground-To-Air Weaponry,Vietnam War
"Wednesday, April 14, 1965","""After All, We're Not Against Voting Rights In Principle -- Only In Practice""",Congress
"Thursday, April 15, 1965","""That's Showing 'Em The Way""",Indonesia
"Friday, April 16, 1965",[Untitled],Johnson Administration
"Saturday, April 17, 1965","""They Didn't Like This Get-Up Any Better""",Civil Rights
"Sunday, April 18, 1965","""Keep Backing Up -- It's A Trap!""",Vietnam War
"Tuesday, April 20, 1965","""Why Not A Trail For Guerrilla Peacefare?""",Vietnam War
"Wednesday, April 21, 1965",The Sidewalk Traffic Problem In Washington,Johnson Administration
"Thursday, April 22, 1965","""You've Got To Admit He's Certainly Brought India And Pakistan Closer Together""",Johnson Administration
"Friday, April 23, 1965","""Those Sneaks!""",Racism
"Sunday, April 25, 1965","""How Do You Write It In Vietnamese?""",Vietnam War
"Tuesday, April 27, 1965","""Socialist Softy!""",Johnson Administration
"Wednesday, April 28, 1965","""War-On-Poverty Is Hell Too""",Johnson Administration
"Thursday, April 29, 1965",Springtime,Johnson Administration
"Friday, April 30, 1965","""All I Want Is Simple Justice -- Blind As A Bat""",Congress
"Sunday, May 2, 1965","""Where I'm In Charge, There's Absolutely No Danger Of Democratic Government Being Subverted""",World Stability
"Tuesday, May 4, 1965","""Just So You Keep On Supporting Shooting In The U.S.""",Congress
"Wednesday, May 5, 1965","""You Fellows Want To Get Into The Ball Game Or Sit In The Grandstands?""",Johnson Administration
"Thursday, May 6, 1965","""Take Me To My Leader""",Dominican Republic
"Friday, May 7, 1965","""Any Guess On How Many Have Joined Up With The Communists Since We Moved In?""",Dominican Republic
"Sunday, May 9, 1965","""How About Old-Fashioned Open Space?""",Congress
"Tuesday, May 11, 1965",Hung Jury,Civil Rights
"Wednesday, May 12, 1965","""You Shouldn't Stick Your Nose Into Other People's Affairs""",Johnson Administration
"Thursday, May 13, 1965",[Untitled],World Stability
"Friday, May 14, 1965",Two-Way Flame Thrower,People's Republic of China
"Sunday, May 16, 1965","""This One Seems To Be Alive""",Congress
"Tuesday, May 18, 1965","""Go To The Foot Of The Class""",Johnson Administration
"Wednesday, May 19, 1965","""Now How Do We Change Men-On-Horseback In The Middle Of The Stream?""",Johnson Administration
"Thursday, May 20, 1965","""-- And For These Fine American Klan Boys A Great Big Red-Blooded Hand""",Racism
"Friday, May 21, 1965","""What Am I Doing Helping To Plant This Thing?""",Johnson Administration
"Sunday, May 23, 1965","""Lindsay -- L, As In LaGuardia And Liberal -- I, As In Independents -- N, As In Native New Yorker -- D, As In -- uh -- Democrat-like --""",New York City
"Monday, May 24, 1965","""By The Way, How Are We Coming With Our 'See-America' Campaign?""",Johnson Administration
"Tuesday, May 25, 1965","""Nonsense -- All You Need Is A Magnifying Glass, A Slide Rule, A Calculating Machine And A Few Hours Of Time --""",Special Interests
"Wednesday, May 26, 1965",[Untitled],Supreme Court
"Thursday, May 27, 1965","""Where Am I?""",Boxing
"Friday, May 28, 1965","""Fights Aren't What They Used To Be Anywhere""",Congress
"Sunday, May 30, 1965",The March Goes On,Civil Rights
"Tuesday, June 1, 1965",In The Eye Of The Beholder,Johnson Administration
"Wednesday, June 2, 1965","""You Sure We Should March Shoulder To Shoulder?""",Republican Party
"Thursday, June 3, 1965",[Untitled],France
"Friday, June 4, 1965","""He's Just Stepped Out -- Can I Take A Message?""",Space
"Sunday, June 6, 1965","""It's Like The Gun Lobby Guys Say -- Laws Interfere Wit' Us Sportsmen""",Gun Controls
"Tuesday, June 8, 1965",Site For A Summit Meeting,Space
"Wednesday, June 9, 1965","""You've Been Deciding Who's All Right And Who Isn't?""",Congress
"Thursday, June 10, 1965",The Other Ascent Into The Unknown,Vietnam War
"Friday, June 11, 1965",The Overalls In The Manhattan Chowder,New York City
"Sunday, June 13, 1965","""What's The Matter? What's Wrong With Safety Signs?""",US Economy
"Tuesday, June 15, 1965","""Onward!""",Vietnam War
"Wednesday, June 16, 1965","""I Don't Know Much About The Arts, But I Know What I Don't Like""",Johnson Administration
"Thursday, June 17, 1965","""Our Position Hasn't Changed At All""",Vietnam War
"Friday, June 18, 1965","""I Have Returned""","Goldwater, Barry"
"Sunday, June 20, 1965",Chariot Wheels,Special Interests
"Tuesday, June 22, 1965","""A Close Examination Of Actual Photos Of Our Press Releases Indicates That The B-52 Bombing Raid Was A Great Success""",Vietnam War
"Wednesday, June 23, 1965","""Let's Not Indulge In Non-Personalities""",Soviet Union
"Thursday, June 24, 1965","""My Dear Chaps, Have You No Refinement, No Finesse?""",Civil Rights
"Friday, June 25, 1965","""It's Our Own Invention""",Congress
"Sunday, June 27, 1965","""Yes, Goldtrunk, It's Special Agent GOO7P""",Republican Party
"Tuesday, June 29, 1965",Ghost Town,Chinese Aggression
"Wednesday, June 30, 1965",Happy Days On The Old Plantation,"Johnson, Lyndon B."
"Thursday, July 1, 1965","""You Absolutely Sure You're An Elephant?""",Republican Party
"Friday, July 2, 1965","""Yes, This Is The Food And Drugged Administration""",Congress
"Sunday, July 4, 1965","""And Now, From Chicago's City Hall --""",Democratic Party
"Tuesday, July 6, 1965","""There Seems To Be A Trampoline Down There""",US Economy
"Wednesday, July 7, 1965",Population Explosion And Anti-Population Explosion,World Stability
"Thursday, July 8, 1965","""I Had In Mind Something A Little Less Common""",Europe
"Friday, July 9, 1965","""Don't Be Chicken -- Let's Have Some Action!""",Cold War
"Sunday, July 11, 1965",Warning,Congress
"Tuesday, July 13, 1965","""Thanks -- Thanks A Lot -- Thanks Again -- Can I Lean Back Now?""",Johnson Administration
"Wednesday, July 14, 1965","""I Said, WHAT MAKES YOU THINK THE COMMERCIALS ARE TOO LOUD?""",Johnson Administration
"Thursday, July 15, 1965",Unlowered Standard,In Memoriam
"Friday, July 16, 1965","""Chief, We've Sighted A Gadget That Indicates Life Still Seems To Exist On The Planet Earth""",Space
"Sunday, July 18, 1965",Race,People's Republic of China
"Tuesday, July 20, 1965","""Big Trek -- Much Game -- When We Go Back To Villages?""",Johnson Administration
"Wednesday, July 21, 1965","""Well, I Just Hope I Can Be As Persuasive As He Is""",Johnson Administration
"Thursday, July 22, 1965","""Tell Your Men To Keep Their Scalpels. They Will Need Them For The Spring Probing""",Johnson Administration
"Friday, July 23, 1965",Gate-Crasher,Senate
"Sunday, July 25, 1965","""Friendly Natives!""",Johnson Administration
"Tuesday, July 27, 1965","""I Ask Only That Certain Players Be Given A Few Extra Turns At Bat And A Few Extra Strikes""",Senate
"Wednesday, July 28, 1965","""Go! Go! Go!""",World Stability
"Thursday, July 29, 1965","""If You Know A Better 'Ole --""",Vietnam War
"Friday, July 30, 1965","""I, Abe Fortas --""",Supreme Court
"Sunday, August 1, 1965","""You Can Go Back To Wherever You Came From""",Johnson Administration
"Tuesday, August 3, 1965","""It's Wonderful How They Can See Millions Of Miles Away, Just As Close As If -- Good Grief!""",Domestic Spying
"Wednesday, August 4, 1965","""Look, Fella -- Things Are Tough Enough""",Vietnam War
"Thursday, August 5, 1965","""How Are You Fellows Making Out?""",Vietnam War
"Friday, August 6, 1965","""Have Another Pen""",Johnson Administration
"Sunday, August 8, 1965","""How Are We Going To Stop Lawlessness If You Fellows Insist On Observing The Laws?""",Courts
"Tuesday, August 10, 1965",Through The Looking-Glass,Johnson Administration
"Wednesday, August 11, 1965",Continuation Of A March,Civil Rights
"Thursday, August 12, 1965","""Public Housing Is Okay, But I Don't Know About Letting In Riffraff Who Don't Have Much Money""",Johnson Administration
"Friday, August 13, 1965","""Is Your Picture Service On The Ball? Two Days This Month We Didn't Get Any Photo Of Johnson Signing A New Bill""",Johnson Administration
"Sunday, August 15, 1965","""I Say The U.S. And Russia Are On A Collusion Course!""",Sino-Soviet Split
"Tuesday, August 17, 1965","""You Ugly Devil!""",Racism
"Wednesday, August 18, 1965",Anniversary Of Indonesian Independence,Chinese Aggression
"Thursday, August 19, 1965",[Untitled],Johnson Administration
"Friday, August 20, 1965","""For A While There, I Though We'd Lost You In The Jungle""",Vietnam War
"Sunday, August 22, 1965","""How Could Anyone Think We Might Have Any Responsibility For What Goes On Here?""",Urban Issues
"Tuesday, August 24, 1965","""Is It All Right, Sir, If We Continue To Exchange Ambassadors With Foreign Countries?""","Hoover, J Edgar"
"Wednesday, August 25, 1965","""Nobody Can Accuse Us Of Discrimination""",Urban Issues
"Thursday, August 26, 1965","""But They All End Up The Same Way -- He Got The Job""","Johnson, Lyndon B."
"Friday, August 27, 1965","""When Do You Guys Get Into Action?""",Congress
"Sunday, August 29, 1965","""You Hear A Kind Of Flapping Sound?""",Vietnam War
"Tuesday, August 31, 1965","""Haven't Seen One Like This Since The Old Harold Lloyd Movies""",US Economy
"Tuesday, August 31, 1965","""Say, That Guy Made It Across The Atlantic In The Sailboat Okay""",Space
"Wednesday, September 1, 1965","""Mr. President, I'll Certainly Try To Deliver It All -- And, Oh Yes, The Mail Too""",Johnson Administration
"Thursday, September 2, 1965","""Nya! Nya! Nya! So There, Too!""",Congress
"Friday, September 3, 1965",Underdevelopment,World Stability
"Saturday, September 4, 1965",Over!,Congress
"Wednesday, October 6, 1965","""Don't Think I'm Against Democracy -- It's Just That You Have So Many Negroes""",Congress
"Thursday, October 7, 1965","""A Regular Operating Table With Just A Few Extra Instruments""","Johnson, Lyndon B."
"Friday, October 8, 1965","""Take Dictation -- The U.S. Policy On Exports Will Be As Follows --""",Labor
"Sunday, October 10, 1965","""Personally, I'm Interested In The Right To Knock Off Work""",Senate
"Tuesday, October 12, 1965","""Hey -- America Has Discovered Me!""",American History
"Wednesday, October 13, 1965","""As A Matter Of High Principle, We've Finally Decided That Your Support Hasn't Paid Off""",Republican Party
"Thursday, October 14, 1965","""Anyhow, It Gives You An Idea Of What's Out There""",Congress
"Friday, October 15, 1965",Alliance For Profit,Congress
"Sunday, October 17, 1965","""Goodness, I Must Have Been Walking In My Sleep""",Johnson Administration
"Tuesday, October 19, 1965","""A Guy's Entitled To A Jury Of His Peers, Ain't He?""",Civil Rights
"Wednesday, October 20, 1965","""How Do You Think This Looks To People Abroad?""",Johnson Administration
"Thursday, October 21, 1965","""Ready For Blast Off! 10 - 9 - 8 - 7 -- 8 - 9 - 10 --""",Rhodesia
"Friday, October 22, 1965","""I'm Still Bothered By One I Had Over A Year Ago""","Johnson, Lyndon B."
"Sunday, October 24, 1965","""To Go Along With The Roadside Beautification Idea, We've Designed An Entirely New Can""",Special Interests
"Tuesday, October 26, 1965","""Chief, You Remember That 'Great Leap Forward' At Home?""",People's Republic of China
"Wednesday, October 27, 1965","""Nonsense -- They See Eyeball To Eyeball""",Johnson Administration
"Thursday, October 28, 1965","""A Live Guy Like That Could Take All The Halloween Spirit Out Of New York City Politics""",New York City
"Friday, October 29, 1965",Trash Can of History,Great Britain
"Sunday, October 31, 1965","""Looks Like Another Case Of Mislabeling""",Congress
"Tuesday, November 2, 1965","""Of Course, You Also Got To Figure Cab Fare To The Gun Store Or Mail-Order Shipping Costs --""",Gun Controls
"Wednesday, November 3, 1965","""Snug, Ain't It?""",Johnson Administration
"Thursday, November 4, 1965","""I'm Beginning To Think They Don't Want Us""",Republican Party
"Friday, November 5, 1965","""On The Other Hand, There May Be Some Who Would Prefer To Vote AGAINST Our Beloved France""",France
"Sunday, November 7, 1965","""I Believe In Taking Good Good Care Of My Car. (Cough) Will You Check (Wheeze) To See (Cough) That The Carburetor Is Getting The Proper Air Intake?""",Automotive Industry
"Tuesday, November 9, 1965",Some Like It Cooler,Johnson Administration
"Wednesday, November 10, 1965","""As Nearly As We Can Translate, It Says: 'We Are Agreed In Principle On Preventing The Spread Of Nuclear Weapons; However ...'""",Nuclear Weapons
"Thursday, November 11, 1965",[Untitled],Electric Companies
"Friday, November 12, 1965","""We Hold These Truths To Be Self-Evident -- That All White Men Are Created Superior ...""",Rhodesia
"Sunday, November 14, 1965","""Dad Said I Could Have It""",Senate
"Tuesday, November 16, 1965","""You Think That Aluminum Cut Left Any Scar?""",Johnson Administration
"Wednesday, November 17, 1965","""We Did Shoot One Down, But We Were Sure It Was A Stuffed Dove""",Johnson Administration
"Thursday, November 18, 1965",From Russia With Love,Sino-Soviet Split
"Friday, November 19, 1965","""Dean, What Does Your Sensitive Antenna Say About Reaction To Our Latest Press-Agent Stories?""",Johnson Administration
"Sunday, November 21, 1965","""Anyone Else Want To Step Into The Concensus Room?""",Johnson Administration
"Tuesday, November 23, 1965",There's Also The Problem Of Warheads Here At Home',Vietnam War
"Wednesday, November 24, 1965","""Have You Fellows Discovered Each Other Yet?""",Johnson Administration
"Thursday, November 25, 1965","""Man, That Guy's Gonna Have A Real View Of Urban Sprawl""",Johnson Administration
"Friday, November 26, 1965","""You Mean You Want To Close The Joint Just When I Was Beginning To Get A Crowd?""",Nuclear Weapons
"Sunday, November 28, 1965",[Untitled],Cold War
"Tuesday, November 30, 1965","""Anyhow, I Guess I Haven't Lost Any Ground""",Republic of Congo
"Wednesday, December 1, 1965","""Say, This Escalation Stuff Is Getting Serious!""",Johnson Administration
"Thursday, December 2, 1965","""Down, Boy -- Up, Back There -- Down, Over Here -- Hold It --""",Johnson Administration
"Friday, December 3, 1965","""Hello, Hanoi? Did You Place A Call To The U.S.? Hanoi? Hello? --""",People's Republic of China
"Sunday, December 5, 1965",New Outfit,Racism
"Tuesday, December 7, 1965","""Tres Embarrassing""",France
"Wednesday, December 8, 1965",Bicycle Built For Two,Johnson Administration
"Thursday, December 9, 1965",Aggressor Within The Gates,India
"Friday, December 10, 1965",Empty Saddles In The Old Corral,Johnson Administration
"Sunday, December 12, 1965","""... Continuing Cool And Considerably Colder ...""",Cold War
"Tuesday, December 14, 1965","""Of Course, In Denouncing Extremism, We Don't Want To Go To Extremes""",Republican Party
"Wednesday, December 15, 1965","""A Merry Christmas To Everybody! A Happy New Year To All The World! ... The Spirits Have Done It All In One Night""",France
"Thursday, December 16, 1965",The Measure Of Space,Space
"Friday, December 17, 1965","""And Do You Solemnly Swear That Your Corpuscles Are Not A Little Too Red?""",Congress
"Sunday, December 19, 1965","""Those Kids Are Just Plain Irresponsible""",Vietnam War
"Tuesday, December 21, 1965","""Let's Not Have Any Of That Rendezvous Stuff Around Here""",Vietnam War
"Wednesday, December 22, 1965","""More!""",Johnson Administration
"Thursday, December 23, 1965",Silent Night?,Vietnam War
"Friday, December 24, 1965",Beautification Program,Christmas
"Sunday, December 26, 1965","""When Hubert Humphrey Gets Here, I'll Ask Him How He Managed To Get Unleashed""",Taiwan
"Tuesday, December 28, 1965","He's A Nice Young Man, Luci. I'm Asking Only That He Change His Name To Lucky Boy Johnpatrick""",Johnson Administration
"Wednesday, December 29, 1965","""Remember What We're Fighting For, Boys -- Freedom For Everybody To Conform""",Vietnam War
"Thursday, December 30, 1965","""You See -- We're Testing Constantly""",Johnson Administration
"Friday, December 31, 1965","""Should Auld Acquaintance Be Forgot --""",US Economy
"Sunday, January 2, 1966",Wing And A Prayer,Vietnam War
"Tuesday, January 4, 1966","""Boy, If We Could Sell Ads In This One""",Johnson Administration
"Wednesday, January 5, 1966","""any Chance Of A Cease-Fire Over Here?""",Congress
"Thursday, January 6, 1966","""Shorty -- You Still With Me?""",Congress
"Friday, January 7, 1966","""I Have Mixed Feelings About This Turn Of Events""",World Stability
"Sunday, January 9, 1966","""Speak Right Up -- Just Pretend I'm Not Here""",Johnson Administration
"Tuesday, January 11, 1966",Joint Session,Congress
"Wednesday, January 12, 1966","""Equal Rights Doesn't Mean You Can Be As Foolish As We Are""",Civil Rights
"Thursday, January 13, 1966","""Any Ideas To Prevent More Of This Kind Of Thing?""",Labor
"Friday, January 14, 1966","""Did He Say A Four-Year Term Or A Four-Year Session?""",Johnson Administration
"Sunday, January 16, 1966","""Now, If You'll Just Step Into The Examining Room --""",Johnson Administration
"Tuesday, January 18, 1966","""Who Is This 'Avon Calling' And What Information Do You Give Him?""",Johnson Administration
"Wednesday, January 19, 1966","""Instead Of Dividing Your Time, You Can Now Spend All Of It Right Here""",Johnson Administration
"Thursday, January 20, 1966","""We Get A Good Response From Nearly Everywhere Except North Vietnam And South Vietnam""",Vietnam War
"Friday, January 21, 1966","""Once More Unto The Bench, Dear Friends --""",Supreme Court
"Sunday, January 23, 1966","""I'm What You Might Call The High-Price Spread""",Johnson Administration
"Tuesday, January 25, 1966",Old Acoustical Effect,"Baker, Robert G"
"Wednesday, January 26, 1966","""It Used To Be The Size Of A SMALL Phone Book -- But Then So Was The Phone Book""",Johnson Administration
"Thursday, January 27, 1966",Offering,Communism
"Friday, January 28, 1966","""Say, The K.K.K. Paid Off Pretty Well For Us, Too""",Congress
"Sunday, January 30, 1966","""Don't Think We Don't Know What It Is To Be Short Of Cash""",Johnson Administration
"Tuesday, February 1, 1966","""Didn't It, Though?""",Weather
"Wednesday, February 2, 1966",North Vietnam: Hotter With More Precipitation,Vietnam War
"Thursday, February 3, 1966","""Who's Gonna Stop Me?""",Vietnam War
"Friday, February 4, 1966",The Mechanical Rap,Congress
"Sunday, February 6, 1966","""Anybody Figure Out A Way Yet For A Soft Landing Down Here?""",Vietnam War
"Tuesday, February 8, 1966","""'Deviationist', Yes -- But Can We Call Him An American Capitalist Imperialist Lackey?""",People's Republic of China
"Wednesday, February 9, 1966","""Wait, Let's Do It Slowly -- We Know Where We Lost The First Couple Of A-Bombs. Right? --""",Johnson Administration
"Thursday, February 10, 1966","""Hey, Mister -- You Want Visit To Washington By Nice Water-Buffalo Driver?""",Johnson Administration
"Friday, February 11, 1966","""Hey -- They Say They're Going To Escalate US""",Vietnam War
"Sunday, February 13, 1966","""First The Ballot Box, And Next The Jury Box. It Just Ain't Fair""",Civil Rights
"Tuesday, February 15, 1966","""Bob Hope Is A Great Comedian, But By Golly, I Think Old Barry Has Him Beat""",Vietnam War
"Wednesday, February 16, 1966","""That's More Like The Good Old Days""",Soviet Union
"Thursday, February 17, 1966",Escalation,Vietnam War
"Friday, February 18, 1966","""Could You Call Back Later? We're Taking Part In The Vietnam Look-In""",Vietnam War
"Sunday, February 20, 1966","""The Correspondence Was All Very High-Level""",Johnson Administration
"Tuesday, February 22, 1966","""To Begin, Students, The Ruling Party Is Divided Into The Viet-Dems And The Viet-Damns""",Vietnam War
"Wednesday, February 23, 1966","""One Thing You May Have Overlooked --""",Johnson Administration
"Thursday, February 24, 1966",Fertility Problems In India,India
"Friday, February 25, 1966","""I Want To Have Everything Put In My Wife's Name""","Wallace, George"
"Sunday, February 27, 1966","""Perdoneme. ?Ha Visto Un -- Uh -- H-Bomb?""",United States Armed Forces
"Tuesday, March 1, 1966","Call Up Albania And See If You Get A Friendly Voice""",People's Republic of China
"Wednesday, March 2, 1966","""All Right, Men -- They Asked For It""",Space
"Thursday, March 3, 1966","""Dearest, I Think You Might Be Just A Teensy-Weensy Bit Mistaken""",Johnson Administration
"Friday, March 4, 1966","""Take Two -- They're Small""",World Stability
"Sunday, March 6, 1966",Ship Of State,Johnson Administration
"Tuesday, March 8, 1966","""The Policy Now Is To Get The Patient Moving Around""",Civil Rights
"Wednesday, March 9, 1966",New Member Of The Study Group,People's Republic of China
"Thursday, March 10, 1966","""Of Course, That Doesn't Apply Inside The Government""",Johnson Administration
"Friday, March 11, 1966","""It's Not Quite The Slogan I'm Looking For""",State Gubernatorial Elections
"Sunday, March 13, 1966","""Go! -- But You May Hold Your Umbrella Over Me From A Distance""",France
