Date of Cartoon,Title,Major Subject
"Wednesday, April 7, 1948","""You Been Forgetting About Little Old Me, Pal?""",Congress
"Thursday, April 8, 1948","""Hey, Mac -- Which Way To Nebraska?""","Presidential Election, 1948"
"Friday, April 9, 1948","""That's The Most Dangerous, Radical Idea Of All!""",Congress
"Sunday, April 11, 1948",Golden Boy,Congress
"Monday, April 12, 1948","""You Think You Can Bottle Me Up, Too?""",Congress
"Tuesday, April 13, 1948","""I Never Had It -- And Besides, I'm Giving It Back""",Supreme Court
"Tuesday, April 13, 1948","""Let There Be Coal -- Voluntarily, Of Course""",Labor
"Wednesday, April 14, 1948","""We Want To Make Our Position Perfectly Clear --""",United Nations
"Thursday, April 15, 1948","""To Hell With The Cornfields! Save The Fire House!""","Presidential Election, 1948"
"Friday, April 16, 1948","""Five Minutes, Eh?""",World Stability
"Saturday, April 17, 1948","""I Don't Scare Easy""","Presidential Election, 1948"
"Sunday, April 18, 1948","""After A While We May Let You Testify""",House Un-American Activities Committee
"Monday, April 19, 1948","""There's A Move Afoot To Liberate Me""",Congress
"Tuesday, April 20, 1948","""Hello -- Joe Martin?""",Supreme Court
"Wednesday, April 21, 1948","""Now Do You Want to Try for The $2,800,000 Fine?""",Supreme Court
"Thursday, April 22, 1948","""Let Me Know If You See Any Commics Down There""",Congress
"Friday, April 23, 1948","""Keep A Sharp Lookout For Saboteurs""",Congress
"Sunday, April 25, 1948","""That's One Of Those Jet Jobs""",Congress
"Monday, April 26, 1948","""Did You Tell 'Em We'll Get Tough With 'Em?""",Congress
"Tuesday, April 27, 1948","""Save The Holy Places""",Truman Administration
"Wednesday, April 28, 1948",Heat Wave,Congress
"Thursday, April 29, 1948",Pink Elephant,"Presidential Election, 1948"
"Friday, April 30, 1948","""Are Them Atoms Democrats Or Republicans?""",Senate
"Sunday, May 2, 1948",Low Tide,Congress
"Monday, May 3, 1948","""Just Planning A Little Surprise For You, Cap'n""",Congress
"Wednesday, May 5, 1948","""Ugh! How Can People Swallow That Stuff?""",Cold War
"Thursday, May 6, 1948","""Boots! Boots! Boots!""",Congress
"Friday, May 7, 1948","""Takes Us Just Up To Another Election -- Get It?""",Congress
"Sunday, May 9, 1948","""Darn Shame -- Maybe You Can Buy More From Arabia""",Congress
"Monday, May 10, 1948","""Trouble With Russia, It Wants To Expand Too Much""",Congress
"Tuesday, May 11, 1948",All The Livelong Day,Labor
"Wednesday, May 12, 1948",The Voice Of The Turtle,Cold War
"Thursday, May 13, 1948","""Wait! I Think I've Changed My Mind""",Truman Administration
"Friday, May 14, 1948",The Oregon Trail,"Presidential Election, 1948"
"Saturday, May 15, 1948","""We Want To Give You A Kind Of Temporary Extension""",Congress
"Sunday, May 16, 1948","""We Got To Burn The Evil Spirits Out Of Her""",House Un-American Activities Committee
"Monday, May 17, 1948","""I Won't Touch It Again -- I Just Want Some On Hand""",Congress
"Tuesday, May 18, 1948","""Watch This -- Pinpoint Accuracy!""",Senate
"Wednesday, May 19, 1948","""I Want A Live One""",Cold War
"Thursday, May 20, 1948","""What Makes You Think There's A Threat To Peace?""",World Stability
"Friday, May 21, 1948","""That Ain't My Style,"" Said Casey. ""Strike One,"" The Umpire Said",Cold War
"Sunday, May 23, 1948",The Pot And The Scuttle,Labor
"Monday, May 24, 1948","""Guess It's About Time We Did Some Recognizing, Too""",Congress
"Tuesday, May 25, 1948","""Relax! We Won't Bump You Off Till After The Election""",Congress
"Wednesday, May 26, 1948","""You Think You Got The Hang Of It Now?""",United Nations
"Thursday, May 27, 1948","""You Betting On The Horses Or The Jockeys?""","Presidential Election, 1948"
"Friday, May 28, 1948","""Yummy!""",Senate
"Sunday, May 30, 1948",Whirlwind Finish,Congress
"Monday, May 31, 1948","""Okay, Honey -- Put It On""",Truman Administration
"Tuesday, June 1, 1948","""Patience, Pal -- We're Still Working On It""",Congress
"Wednesday, June 2, 1948","""Hya, Boss""",Truman Administration
"Thursday, June 3, 1948","""Whatever You Do, Don't Fling Me Into Dat Brier Patch""",House Un-American Activities Committee
"Friday, June 4, 1948","""For Heaven's Sake -- The Parade Is Ready To Start!""",Republican Party
"Saturday, June 5, 1948",Taber Dance,Congress
"Monday, June 7, 1948","""Could You Put Me On A Voice-Of-America Program?""",Congress
"Tuesday, June 8, 1948","""Don't Look -- We Want You To Be Surprised""",Congress
"Wednesday, June 9, 1948","""Is He Off The Ground Yet?""","Presidential Election, 1948"
"Thursday, June 10, 1948","""Magnifique!""",Cold War
"Friday, June 11, 1948",Three Wise Monkey-Wrenches,Congress
"Sunday, June 13, 1948","""You Say You'd Like To Get Away From Washington, Eh?""",Congress
"Monday, June 14, 1948","""Don't You Even Want To Do A Little Sparring, Pop?""",Congress
"Tuesday, June 15, 1948",Three Men In A Boat,Congress
"Wednesday, June 16, 1948","""You Say There's Another One Coming?""","Presidential Election, 1948"
"Thursday, June 17, 1948","""Don't Worry -- He Won't Hurt You""",Post-Second World War World Order
"Friday, June 18, 1948","""Bungle -- Bungle -- Bungle We Don't Want To Leave The Jungle""",Congress
"Saturday, June 19, 1948",Whistle Stop,Congress
"Sunday, June 20, 1948","""Don't Forget Some Trap-Doors""","Presidential Election, 1948"
"Monday, June 21, 1948","""This Housing Situation Is Outrageous!""","Presidential Election, 1948"
"Tuesday, June 22, 1948",Air View,"Presidential Election, 1948"
"Wednesday, June 23, 1948","""How Would You Guys Like A  Whole Bunch Of Smoke-Filled Rooms?""","Presidential Election, 1948"
"Wednesday, June 23, 1948",[Untitled],"Presidential Election, 1948"
"Thursday, June 24, 1948","""Win With Dewey, Win With Somebody Else, What The Hell!""","Presidential Election, 1948"
"Thursday, June 24, 1948",A Little Smoke-Filled Man,"Presidential Election, 1948"
"Friday, June 25, 1948",[Untitled],"Presidential Election, 1948"
"Saturday, June 26, 1948",White Elephant,"Presidential Election, 1948"
"Sunday, June 27, 1948","""Anybody Got A Good Idea For A Summer Show?""",House Un-American Activities Committee
"Monday, June 28, 1948","""Did They Fool You On Housing, Too?""",Congress
"Tuesday, June 29, 1948","""Anybody Else Got Any Air For Me?""","Presidential Election, 1948"
"Wednesday, June 30, 1948","""The Sovereign Government Of Yugoslavia Is Accused Of Acting Like A Sovereign Government""",Soviet Union
"Thursday, July 1, 1948","""It's Commutiny""",Soviet Union
"Friday, July 2, 1948","""Look -- Suppose We Put It To Him This Way --""","Presidential Election, 1948"
"Saturday, July 3, 1948",Restrictive Covenant,Congress
"Sunday, July 4, 1948","""Once A Year It Can't Do Any Harm To Quote From It""",Congress
"Monday, July 5, 1948",Non-Political Party,American History
"Tuesday, July 6, 1948","""Ah, It's Nice To Relax""",Congress
"Wednesday, July 7, 1948","""A Wandering Minstrel I --A Thing Of Shreds And Patches""","Presidential Election, 1948"
"Thursday, July 8, 1948",[Untitled],"Presidential Election, 1948"
"Friday, July 9, 1948","""And In This Corner --""","Presidential Election, 1948"
"Sunday, July 11, 1948","""See 'Em Coming Back Yet?""","Presidential Election, 1948"
"Monday, July 12, 1948",Arab Spokesman,Middle East
"Tuesday, July 13, 1948",[Untitled],"Presidential Election, 1948"
"Wednesday, July 14, 1948","""Very Inefficient""","Presidential Election, 1948"
"Thursday, July 15, 1948","""Now All We've Got To Do Is Win The Election""","Presidential Election, 1948"
"Friday, July 16, 1948","""We Now Return You To Washington""",Congress
"Saturday, July 17, 1948",Only Yesterday,Cold War
"Sunday, July 18, 1948","""Is It Hot Enough For You?""",Congress
"Monday, July 19, 1948","""Easy On That Revolt Talk -- It Might Give 'Em Ideas""","Presidential Election, 1948"
"Tuesday, July 20, 1948","""Round About The Cauldron Go; In The Poison'd Entrails Throw""","Presidential Election, 1948"
"Wednesday, July 21, 1948",Air Shuttle,Cold War
"Thursday, July 22, 1948","""What Does Brownell Mean By A 'Rump Session'?""",Congress
"Friday, July 23, 1948","""What's This Talk About People Voting For President?""","Presidential Election, 1948"
"Saturday, July 24, 1948","""You Getting Interested In Better Housing Now?""",Congress
"Sunday, July 25, 1948",Reception Committee,Congress
"Monday, July 26, 1948",Continuous Special Session,US Economy
"Tuesday, July 27, 1948","""Want To Borrow A Corkscrew, Suh, You-Al?""",Senate
"Wednesday, July 28, 1948","I'm Betting They Won't Do Much""",Congress
"Thursday, July 29, 1948","""You Don't Want That Stuff -- It's All Politics""",Congress
"Friday, July 30, 1948","""Maybe You'd Like To Give Me A Monthly Quota To Fill""",Congress
"Sunday, August 1, 1948","""After All, I've Only Got Two Hands!""",Congress
"Monday, August 2, 1948","""How Do You Feel About Liberal-Baiting?""","Presidential Election, 1948"
"Tuesday, August 3, 1948","""Now, About My Housing Problem --""",Congress
"Wednesday, August 4, 1948","""Have A Good Time, Dear -- Get Lots Of Publicity""",House Un-American Activities Committee
"Thursday, August 5, 1948","""You Used to LIKE Me To Sit On Your Lap""","Presidential Election, 1948"
"Friday, August 6, 1948","""He Says Hello""",Cold War
"Friday, August 6, 1948","""It's Perfectly Fair -- You Can Bit Him Right Back""",House Un-American Activities Committee
"Sunday, August 8, 1948",Public Power,"Congressional Elections, 1948"
"Monday, August 9, 1948","""I'm All Cleaned Up Now, Ma""",Congress
"Tuesday, August 10, 1948","""Boy, Did We Show Truman!""",Congress
"Wednesday, August 11, 1948","""Look -- Goodies -- Yum Yum -- Come On Down""",US Economy
"Thursday, August 12, 1948","""Think We Should Have Him Investigated?""",House Un-American Activities Committee
"Friday, August 13, 1948","""You Mean You Think It's Worth While Unpacking?""",Truman Administration
"Sunday, August 15, 1948",[Untitled],House Un-American Activities Committee
"Tuesday, August 17, 1948","""Wait A Minute -- What Are We Laughing At?""","Presidential Election, 1948"
"Wednesday, August 18, 1948","""Post-Olympic Event",Cold War
"Thursday, August 19, 1948",Battle Of The Budget,Truman Administration
"Friday, August 20, 1948","""My Card, Sir""",House Un-American Activities Committee
"Saturday, August 21, 1948",Inflation Program,Congress
"Sunday, August 22, 1948","""Too Bad -- You're From The Wrong Side Of The Tracks""",Congress
"Monday, August 23, 1948","""Now, About Your Grades In School --""","Congressional Elections, 1948"
"Tuesday, August 24, 1948","""Well, I Got MY Dream House""",Congress
"Thursday, September 2, 1948",Four Power Talks,United Nations
"Saturday, September 4, 1948",The Thinker,Cold War
"Wednesday, September 8, 1948","""And Why Did The Administration Let So Many Foreigners Get Into The United Nations?""",Congress
"Thursday, September 9, 1948",Sisyphus,France
"Friday, September 10, 1948","""You Hear Motors Or Anything?""","Presidential Election, 1948"
"Sunday, September 12, 1948","""How Did Atomic Energy Information Leak Out To The Damn Scientists In The First Place?""",House Un-American Activities Committee
"Monday, September 13, 1948","""Be It Ever So Humble, There's No Place Like Home""",Cold War
"Tuesday, September 14, 1948","""Oh, Hello, Tom -- I Thought It Was The Secret Service""","Presidential Election, 1948"
"Wednesday, September 15, 1948",Song Of India,India
"Thursday, September 16, 1948","""I Got An Interest In Science""",House Un-American Activities Committee
"Friday, September 17, 1948","""Anyhow, We Escaped The U.S. Election Campaign""",United Nations
"Saturday, September 18, 1948","""Right Behind You, Pal""",Israel
"Sunday, September 19, 1948","""Alice Waited ... Half Expecting To See It Again""",Cold War
"Monday, September 20, 1948","""Now Political Issues Any More. This Is More Efficient""","Congressional Elections, 1948"
"Tuesday, September 21, 1948",Parting Is Such Sweet Sorrow,Communism
"Wednesday, September 22, 1948","""They're Putting In A Relief Pitcher""",Cold War
"Thursday, September 23, 1948","""Gracious -- How Uncouth""","Presidential Election, 1948"
"Friday, September 24, 1948",We'll Take The Short Cut And Head 'Em Off At The Gulch,"Presidential Election, 1948"
"Sunday, September 26, 1948","""Never Saw A Campaign On Such A High Level""","Presidential Election, 1948"
"Monday, September 27, 1948","""Your Friends Got Bum Stummicks Or Somepn?""","Presidential Election, 1948"
"Tuesday, September 28, 1948",News Of The World,Cold War
"Wednesday, September 29, 1948",A Bicycle Built For Two,"Presidential Election, 1948"
"Thursday, September 30, 1948","""Nice Going, Boss -- You Made The Headlines Again!""","Thomas, John Parnell"
"Friday, October 1, 1948",World Series,United Nations
"Saturday, October 2, 1948","""You Think He Reads It Better Than I Do?""","Presidential Election, 1948"
"Monday, October 4, 1948","""If Anyone Says Anything, Just Say 'Anti-Communist'""",Spain
"Tuesday, October 5, 1948","""Day In, Day Out, Him And His Damn Muscles""",France
"Wednesday, October 6, 1948",Bombshell,"Presidential Election, 1948"
"Thursday, October 7, 1948","""Don't Expect Me To Get This Real Accurate, Bub""","Presidential Election, 1948"
"Friday, October 8, 1948","Operation Vittles, U.S.A.",US Economy
"Sunday, October 10, 1948","""We Ain't Got Anywhere Yet -- Throw Him Overboard""",Cold War
"Monday, October 11, 1948","""My Own Flesh And Blood""","Presidential Election, 1948"
"Tuesday, October 12, 1948",Ceiling Zero,Cold War
"Wednesday, October 13, 1948","""While I'm Waiting I'll Just Look Around A Little""",United Nations
"Thursday, October 14, 1948","""Maybe We Could Start With This""",Cold War
"Friday, October 15, 1948","""Yes Suh, He's A Real Sho Nuff Ol' Houn' Dawg""","Presidential Election, 1948"
"Sunday, October 17, 1948","""Boy, What A Relief From The Campaign!""","Presidential Election, 1948"
"Monday, October 18, 1948","""I Sure Wish It Had Worked That Well For Me, Tom""","Presidential Election, 1948"
"Tuesday, October 19, 1948","""Any Late Reports?""","Congressional Elections, 1948"
"Wednesday, October 20, 1948","""Wonder How Many Familiar Faces We'll See Inside""",Congress
"Thursday, October 21, 1948","""Watch It, Bud""",Cold War
"Friday, October 22, 1948",[Untitled],Cold War
"Sunday, October 24, 1948","""Happy Birthday""",United Nations
"Monday, October 25, 1948","""I Don't Mind Riding With Him As Far As Washington""","Congressional Elections, 1948"
"Tuesday, October 26, 1948","""I Got My Rights""","Thomas, John Parnell"
"Wednesday, October 27, 1948",The Melancholy Days,Cold War
"Thursday, October 28, 1948","""Notice How Warm It's Getting?""","Presidential Election, 1948"
"Friday, October 29, 1948","""In Some States We're Not Getting Enough Unity Yet""","Presidential Election, 1948"
"Sunday, October 31, 1948","""Through Everything I Have Remained On A High Level""","Presidential Election, 1948"
"Monday, November 1, 1948","""You Fellows Making Any Progress?""",United Nations
"Tuesday, November 2, 1948","""Scram, You -- We Only Let You Pay Taxes""","Presidential Election, 1948"
"Wednesday, November 3, 1948","""No Mandate For Us""","Presidential Election, 1948"
"Wednesday, November 3, 1948","""-- 43 -- 44 -- 45 --""","Congressional Elections, 1948"
"Thursday, November 4, 1948","""He's Still A Little Incoherent""","Presidential Election, 1948"
"Thursday, November 4, 1948","""Now Does Everybody Understand Who's President?""","Presidential Election, 1948"
"Friday, November 5, 1948",The Big Train,"Presidential Election, 1948"
"Saturday, November 6, 1948","""What News From The U.N. Front, Great Chief?""",Middle East
"Sunday, November 7, 1948","""Just Speak Up Into The Microphone""","Thomas, John Parnell"
"Monday, November 8, 1948","""Some Cabinet Remodeling Too, Boss?""","Presidential Election, 1948"
"Tuesday, November 9, 1948","""Hear Any Ugly Talk About Throwing Us Out Too?""",Congress
"Wednesday, November 10, 1948","""The Big Push On Washington Had A Setback Too""",Republic of China
"Thursday, November 11, 1948","""Tell You What -- I'll Make You A Very Special Offer""","Presidential Election, 1948"
"Friday, November 12, 1948","""Don't Put Yourself To Too Much Trouble, Judge -- I've Got Another Appointment At The Capitol""",Supreme Court
"Sunday, November 14, 1948","""Sorry, Pal -- That's The Wrong Kind of Unity""",Post-Second World War World Order
"Monday, November 15, 1948","""Well, I Can Use It Here At Home Anyhow""",Republican Party
"Tuesday, November 16, 1948","""For Congress There Must Be Some Better System""",Congress
"Wednesday, November 17, 1948","""As A Last Resort We Could Try Decent Government""",Republic of China
"Thursday, November 18, 1948","""Come On, Come On -- Let's Get Moving""",Cold War
"Friday, November 19, 1948","""What Time Do You Open?""",Congress
"Sunday, November 21, 1948","""It's A Hell Of A Way To Run A Railroad""",Congress
"Monday, November 22, 1948","""Where Do They All Come From?""",Cold War
"Tuesday, November 23, 1948","""We Must Protect Minorities! -- In Congress, That Is""",Congress
"Wednesday, November 24, 1948",[Untitled],Truman Administration
"Thursday, November 25, 1948","""Oh, That Last War! We're On The Next One Now""",Post-Second World War World Order
"Friday, November 26, 1948","""You Made The Last Trip Safely, Didn't You?""","Presidential Election, 1948"
"Sunday, November 28, 1948",Down Stairway,Truman Administration
"Monday, November 29, 1948","""The Common People Are Getting Restless""",United Nations
"Tuesday, November 30, 1948","""I'd Like To Get You On A Slow Boat To China""",Truman Administration
"Wednesday, December 1, 1948","""I Can Stand It As Long As You Can, Chum""",Cold War
"Thursday, December 2, 1948","""Hold It, Men -- An Armistice Has Been Declared!""",Washington DC
"Friday, December 3, 1948","""Wait A Minute -- I've Seen These Jokes Before Too""",House Un-American Activities Committee
"Saturday, December 4, 1948","""That's Odd -- He Used To Answer Immediately""",Congress
"Sunday, December 5, 1948",[Untitled],US Economy
"Monday, December 6, 1948","""Here They Come Now!""",House Un-American Activities Committee
"Monday, December 6, 1948","""We're Going to Put Some Muscle On You, Boy""",Senate
"Tuesday, December 7, 1948","""You Mean We're Not Pals Any More?""",House Un-American Activities Committee
"Wednesday, December 8, 1948","""Never Git Us Down Offa This Here Hill""",Congress
"Thursday, December 9, 1948","""I'd Like To Get Something To Take Back""",United Nations
"Friday, December 10, 1948","""Housing, Prices, Minimum Wage, Civil Rights --""",Truman Administration
"Sunday, December 12, 1948","""Brace Yourself, Old Boy""",Congress
"Monday, December 13, 1948","""Hand Me My Gun, Sam -- I Think I See A Bear""",Truman Administration
"Tuesday, December 14, 1948","""I Don't Think The Public Stockholders Will Mind""",Congress
"Wednesday, December 15, 1948","""Kinda Sloppy, Ain't It?""",Truman Administration
"Friday, December 17, 1948","""The Guy On This Job Last Year Didn't Hear So Good""",Congress
"Monday, December 20, 1948","""O Come All Ye Faithful""",Truman Administration
"Tuesday, December 21, 1948","""Aren't There Rules For Cops Too?""",Congress
"Tuesday, December 21, 1948",Never A Dull Moment,World Stability
"Wednesday, December 22, 1948","""We'll Put You On The Waiting List""",Congress
"Thursday, December 23, 1948",Cold Wave,World Stability
"Friday, December 24, 1948",Holiday Cheer,US Economy
"Saturday, December 25, 1948","""It's Sort Of A One-Man Airlift""",Christmas
"Sunday, December 26, 1948","""Now, About Predictions For Next Year --""",New Year
"Monday, December 27, 1948",State Of the Union,Truman Administration
"Tuesday, December 28, 1948","""Sh! Pretty Soon It Will All Be Over""",United Nations
"Wednesday, December 29, 1948","""What's The Meaning Of This, Comrade?""",Soviet Union
"Thursday, December 30, 1948","The Devil Was Sick, The Devil A Monk Would Be",House Un-American Activities Committee
"Friday, December 31, 1948",The Unwelcome Mat,Congress
"Friday, December 31, 1948","Arrangement For Piano, Hammer And Sickle",Soviet Union
"Sunday, January 2, 1949",You've Got A Great Chance To Get Off On The Right Foot',Congress
"Monday, January 3, 1949","""This Is The Crucial Moment With The In-Laws, Boy""",Congress
"Tuesday, January 4, 1949","""Pst!""",Truman Administration
"Wednesday, January 5, 1949",Far-Away Places,World Stability
"Wednesday, January 5, 1949",Investigation,Congress
"Thursday, January 6, 1949","""All Aboard""",Congress
"Friday, January 7, 1949",Bigger Steel,US Economy
"Sunday, January 9, 1949","""You Know The Layout -- Aspirin's In The Top Drawer""",Truman Administration
"Monday, January 10, 1949","""You Just Missed Him""",Republic of China
"Tuesday, January 11, 1949",Tick-Tock Tick-Tock,World Stability
"Wednesday, January 12, 1949","""Big, Ain't It?""",Congress
"Thursday, January 13, 1949","""No Fair Trying To Gag Me""",Congress
"Friday, January 14, 1949","""Gee, It Would Have Made A Great Give-Away Program""",Congress
"Saturday, January 15, 1949","""My Ernie's A Good Lad -- 'E Don't Mean Any' Arm""",Great Britain
"Sunday, January 16, 1949","""Sure -- I Could Stand Some Reorganization Myself""",Truman Administration
"Monday, January 17, 1949","""You Know What You've Got Here?""",Senate
"Tuesday, January 18, 1949","""What Do You Suppose Keeps Them Away?""",Congress
"Wednesday, January 19, 1949","""Leave Us Face It""",Truman Administration
"Thursday, January 20, 1949","""Here They Come!""",Truman Administration
"Friday, January 21, 1949","""Well, Back To The Old Grind""",Truman Administration
"Sunday, January 23, 1949",Bitter Tea,Republic of China
"Monday, January 24, 1949",Expansion Program,Truman Administration
"Monday, January 24, 1949","""Rah Rah Rah! H -- A -- R -- R -- Y""",Congress
"Tuesday, January 25, 1949","""What Am I Doing In This Position Anyhow?""",Truman Administration
"Wednesday, January 26, 1949","""It's The Same Thing Without Mechanical Problems""",Cold War
"Thursday, January 27, 1949","""Gad! He Wants To Improve Conditions Over Here Too!""",Truman Administration
"Friday, January 28, 1949","""Think Maybe If We Nodded TO Him Or Something? --""",Truman Administration
"Sunday, January 30, 1949","""The Wheat Doesn't Make 'Em That Fluffy""",US Economy
"Monday, January 31, 1949","""It's A Free Country, Ain't It?""",Senate
"Tuesday, February 1, 1949","Unraveling, Unsnarling, Untangling Operation",Congress
"Wednesday, February 2, 1949","""That Was When I Was Just A Little Kid""",World Stability
"Wednesday, February 2, 1949","""Don't Be Interfering With My Liberty!""",Congress
"Thursday, February 3, 1949","""Anybody Know Anything About Gift Doves""",Cold War
"Friday, February 4, 1949","""... Not Much Change In Temperature ...""",Cold War
"Sunday, February 6, 1949","""Surprising How Many Of Them Don't Come In""",Congress
"Monday, February 7, 1949",Jericho,Congress
"Tuesday, February 8, 1949","""Go Right Ahead With The Exports""",Argentina
"Wednesday, February 9, 1949","""What Do You Want Me To Do Next, Boss?""",Anti-Communism
"Thursday, February 10, 1949","""Awake! Arise!""",Republican Party
"Friday, February 11, 1949",[Untitled],Cold War
"Sunday, February 13, 1949","""What Do You Think Of The a -- t -- o -- m Policy?""",World Stability
"Monday, February 14, 1949","""Down Anywhere. We're Overcrowded Already!""",Soviet Union
"Tuesday, February 15, 1949","""I've Seen That Guy At Geneva Or Some Place Before""",United Nations
"Wednesday, February 16, 1949","""All I Object To Is A Plan That Works""",Senate
"Thursday, February 17, 1949","""We'll All Get A Big Bang Out Of This, Boy""",Congress
"Saturday, February 19, 1949","""Only A Few Months Ago Knutson Was Sitting There""",Congress
"Sunday, February 20, 1949","""You're Darn Lucky To Be Getting This""",Congress
"Tuesday, February 22, 1949",The Little Foxes That Spoil The Vines,Truman Administration
"Wednesday, February 23, 1949","""And How About Adding A Wing On This One?""",Truman Administration
"Thursday, February 24, 1949",Behold The Lord High Executioner,Japan
"Thursday, February 24, 1949",North Atlantic Voyage,NATO
"Friday, February 25, 1949","""Get Yourself A Good Rest, Harry""","Truman, Harry S."
"Sunday, February 27, 1949","""I'll Huff And I'll Puff And I'll Blow Your House In""",Senate
"Monday, February 28, 1949",When Doctors Disagreee,Truman Administration
"Tuesday, March 1, 1949","""Where Do You-All Get That 'We-All' Stuff?""",Senate
"Wednesday, March 2, 1949","""You See, The Atom Bomb Caused Only Minor Damage""",Truman Administration
"Thursday, March 3, 1949","""But They're So Efficient""",Europe
"Friday, March 4, 1949",March,Senate
"Sunday, March 6, 1949","""You Carry Me For 35 Years, Then I Carry You""",Congress
"Monday, March 7, 1949","""What Do You Make Of It?""",Cold War
"Tuesday, March 8, 1949",The Silent Debate,Congress
"Wednesday, March 9, 1949",Roadside Reminders,Congress
"Thursday, March 10, 1949",March Of The Dwarfs,Second Red Scare
"Friday, March 11, 1949","""Gee -- Thanks, Fellas""",Argentina
"Sunday, March 13, 1949","""Good Heavens -- That's Socialism Or Something!""",Congress
"Monday, March 14, 1949","""Who's The Odd-Looking Guy Carrying The Banner?""",Post-Second World War World Order
"Tuesday, March 15, 1949","""Anybody Here Want To Cast The First Lump?""",Congress
"Wednesday, March 16, 1949",Fruits Of Victory,Truman Administration
"Thursday, March 17, 1949","""It's Springtime! Who Wants To Stay In A House?""",Congress
"Friday, March 18, 1949","""Tsk Tsk! Another Suicide""",Senate
"Saturday, March 19, 1949","""Boo Again!""",Coal Industry
"Sunday, March 20, 1949",Pyramid Club,Congress
"Monday, March 21, 1949","""Good Old Bossie""",Congress
"Tuesday, March 22, 1949",[Untitled],Cold War
"Wednesday, March 23, 1949","""Gosh, I Haven't Seen Those Since Last Halloween""",Truman Administration
"Thursday, March 24, 1949",Congressional Medal,Congress
"Friday, March 25, 1949","""It's The Same Thing Divided Into Small Dogs""",Congress
"Sunday, March 27, 1949",Sailor Beware,Cold War
"Monday, March 28, 1949","""Sounds Just Like You Guys Were Calling For Me""",Congress
"Tuesday, March 29, 1949","""You'll Always Be My Little Baby""",United Nations
"Wednesday, March 30, 1949","""Why Be So Negative?""",Cold War
"Thursday, March 31, 1949","""That Was A Right Nice Dove That Truman Sent Me""",Truman Administration
"Friday, April 1, 1949","""They Won't Settle For Just Anti-Communism""",Cold War
"Sunday, April 3, 1949","""Would You Mind Explaining That Strategy Again?""",Cold War
"Monday, April 4, 1949","""Guess We Kin Take Things Into Our Own Hands Too""",Racism
"Tuesday, April 5, 1949","""Let's Be Sure To Make Good On This Part Too, Huh?""",NATO
"Thursday, April 7, 1949","""What Goes On In There Anyhow?""",Senate
"Friday, April 8, 1949","""How Can You Be Low Enough To Think About Money?""",Congress
"Friday, April 8, 1949","""Get Out My Clean Uniform. I Might Be In Society""",United Nations
"Sunday, April 10, 1949",[Untitled],Senate
"Monday, April 11, 1949",[Untitled],Presidential Elections--Process
"Wednesday, April 13, 1949","""All Us Democracies Got To Stick Together""",NATO
"Thursday, April 14, 1949","""Will Somebody Please Take A Vote -- Any Vote?""",Senate
"Friday, April 15, 1949","""Got Something We Can Switch To In Case Of A Thaw?""",Cold War
"Saturday, April 16, 1949",[Untitled],Congress
"Sunday, April 17, 1949","""What Do You Say We Step It Up A Few Jolts?""",Truman Administration
"Monday, April 18, 1949","""Under Consideration""",Congress
"Tuesday, April 19, 1949",[Untitled],World Stability
"Wednesday, April 20, 1949","""Halloo -- Listen. Folks -- Can You Hear Me? --""",Cold War
"Thursday, April 21, 1949",The Shot Heard Round The Immediate Vicinty,Daughters of the American Revolution
"Friday, April 22, 1949",Room With A View,Senate
"Saturday, April 23, 1949","""Some Of This Stuff Doesn't Need To Be Edited At All""",Soviet Union
"Sunday, April 24, 1949","""You Read Books, Eh?""",Anti-Communism
"Monday, April 25, 1949",[Untitled],Truman Administration
"Wednesday, April 27, 1949",Wings Over Berlin,Cold War
"Thursday, April 28, 1949","""You're Just A Bureaucrat Living Offa The Public""",Congress
"Friday, April 29, 1949",The Cold War At Home,Truman Administration
"Sunday, May 1, 1949","""I'll Keep You Holed Up Here Till Things Quiet Down""",Congress
"Monday, May 2, 1949","""Maybe We Should Wear Uniforms""",United Nations
"Tuesday, May 3, 1949","""Thank You!"" ""Thank You!"" ""Thank You!""",Soviet Union
"Wednesday, May 4, 1949","""Where Does It All Get To?""",US Economy
"Thursday, May 5, 1949","""I'll Show Ya Who's Doing The Driving!""",Truman Administration
"Friday, May 6, 1949","""Why Is It That So Many Europeans Turn Communist?""",Truman Administration
"Sunday, May 8, 1949","""Shall We Lift The Mental Blockade, Too?""",Cold War
"Monday, May 9, 1949","""You Guys Order One Of These?""",Congress
"Tuesday, May 10, 1949",Penny Whistle,Cold War
"Wednesday, May 11, 1949","""It Sure Wouldn't Cost Anything For Travel Expenses""",Congress
"Thursday, May 12, 1949","""It Doesn't Have Any Particular Significance""",Truman Administration
"Friday, May 13, 1949","""You Guys Care To Look Over Some Of My Bills Too?""",Congress
"Sunday, May 15, 1949",Drifting Down The River,Congress
"Monday, May 16, 1949","""Nobody Can Say I'm Not Working""",Senate
"Tuesday, May 17, 1949","""Now As We Were Saying --""",Cold War
"Wednesday, May 18, 1949","""What's Getting Into People These Days?""",Post-Second World War World Order
"Thursday, May 19, 1949","""And So Was Your Old Man!""","Congressional Elections, 1949"
"Friday, May 20, 1949","""I've Got The Drop On You, See? One Little Move, See? --""",World Stability
"Sunday, May 22, 1949","""Why, So It Is""",Congress
"Monday, May 23, 1949","""Where Do I Come In?""",Congress
